,GeoFips,GeoName,year,MEDINC,MEDVAL,MOE,UMEDVAL,LMEDVAL,PERINC,POP,RPPALL,RPPGOODS,RPPRENT,RPPSOTH,IPD
1143,49620,"York-Hanover, PA (Metropolitan Statistical Area)",2017,47965,170300,1338,171638,168962,21367688,445484,95.6,98.9,98.9,97.9,100.6
1144,49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",2017,40623,103100,1256,104356,101844,21999089,541545,86,95.8,95.8,93,90.5
1145,49700,"Yuba City, CA (Metropolitan Statistical Area)",2017,41676,223700,5275,228975,218425,7200914,172782,97.8,98.2,98.2,101.2,103
1146,49740,"Yuma, AZ (Metropolitan Statistical Area) *",2017,33969,117000,2415,119415,114585,7116699,209507,88.8,93,93,98.7,93.5
1147,10180,"Abilene, TX (Metropolitan Statistical Area)",2016,39983,98200,1916,100116,96284,6797808,170017,90.8,96.7,79.3,92.6,94
1148,10420,"Akron, OH (Metropolitan Statistical Area)",2016,45704,138400,1124,139524,137276,32153668,703524,90.3,95.8,76.6,91.8,93.5
1149,10500,"Albany, GA (Metropolitan Statistical Area)",2016,35702,108300,2752,111052,105548,5324540,149137,83.4,96.7,54.9,94.6,86.4
1150,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2016,39396,173100,3542,176642,169558,4836624,122769,96.1,101.8,87.8,95.7,99.5
1151,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2016,53620,200100,1637,201737,198463,47174310,879792,100.4,98.6,104.9,100,103.9
1152,10740,"Albuquerque, NM (Metropolitan Statistical Area) *",2016,40241,177900,1742,179642,176158,36588821,909237,94.8,93.7,89.9,99.9,98.2
1153,10780,"Alexandria, LA (Metropolitan Statistical Area)",2016,40524,123300,3727,127027,119573,6245761,154124,87.2,96.9,65.9,92.6,90.3
1154,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",2016,50040,200000,1600,201600,198400,41691305,833163,100.5,98.9,101.3,101.8,104
1155,11020,"Altoona, PA (Metropolitan Statistical Area)",2016,42943,112600,2264,114864,110336,5312333,123708,90.2,98.6,64.5,100,93.4
1156,11100,"Amarillo, TX (Metropolitan Statistical Area)",2016,43257,125500,2216,127716,123284,11376011,262987,92.4,97.2,83.7,92.6,95.7
1157,11180,"Ames, IA (Metropolitan Statistical Area)",2016,40658,167800,3074,170874,164726,5013518,123309,90.8,93.6,87.1,90.6,94
1158,11260,"Anchorage, AK (Metropolitan Statistical Area)",2016,57857,279500,2118,281618,277382,23221930,401368,108.8,102.1,145.1,99.5,112.6
1159,11460,"Ann Arbor, MI (Metropolitan Statistical Area)",2016,54115,218100,2433,220533,215667,19813370,366135,100.8,98.3,113.7,96.9,104.4
1160,11500,"Anniston-Oxford, AL (Metropolitan Statistical Area)",2016,34920,107900,2948,110848,104952,4014894,114973,83.2,97.4,53,91.9,86.1
1161,11540,"Appleton, WI (Metropolitan Statistical Area)",2016,47734,159200,1512,160712,157688,11179260,234200,90.7,96.1,77.5,91.6,93.9
1162,11700,"Asheville, NC (Metropolitan Statistical Area)",2016,41862,187700,3233,190933,184467,18850941,450310,92.9,95.8,86.7,94.6,96.2
1163,12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",2016,37388,159200,3007,162207,156193,7679520,205402,91.1,97.2,77.5,94.6,94.3
1164,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",2016,48272,173300,632,173932,172668,279395622,5787965,96.9,98.7,93.3,97.3,100.3
1165,12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",2016,45406,222200,3297,225497,218903,12133315,267217,102,100.9,100.5,104,105.5
1166,12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",2016,35938,156400,3727,160127,152673,5720244,159168,84.2,91.9,70.5,91.4,87.2
1167,12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",2016,39090,130700,2097,132797,128603,23259479,595029,88.4,97.1,68.5,94.6,91.5
1168,12420,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",2016,52403,223500,1650,225150,221850,108054841,2062016,99.5,97.4,116.8,92.6,103
1169,12540,"Bakersfield, CA (Metropolitan Statistical Area)",2016,37789,175600,2269,177869,173331,33286588,880856,96.9,96.4,91.4,101.6,100.3
1170,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",2016,57931,280500,1248,281748,279252,161864493,2794111,107.2,103.2,115.8,105.1,110.9
1171,12620,"Bangor, ME (Metropolitan Statistical Area)",2016,38752,137000,2863,139863,134137,5864423,151333,96.7,98.7,85.7,102.8,100.1
1172,12700,"Barnstable Town, MA (Metropolitan Statistical Area)",2016,68267,367200,3367,370567,363833,14579039,213559,104.8,98.7,120.7,102.8,108.5
1173,12940,"Baton Rouge, LA (Metropolitan Statistical Area)",2016,44372,164500,1301,165801,163199,38014545,856723,92.3,96.2,85.7,92.6,95.6
1174,12980,"Battle Creek, MI (Metropolitan Statistical Area)",2016,37703,99400,2102,101502,97298,5065180,134344,89.4,96.1,74.3,91.6,92.5
1175,13020,"Bay City, MI (Metropolitan Statistical Area)",2016,39366,94500,2071,96571,92429,4110220,104411,86.1,96.1,61.5,91.6,89.1
1176,13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",2016,41589,99900,2119,102019,97781,16491469,396539,89.5,97.4,71.3,92.6,92.7
1177,13220,"Beckley, WV (Metropolitan Statistical Area)",2016,34369,92900,4439,97339,88461,4140593,120475,79,92.1,53.9,94.3,81.8
1178,13380,"Bellingham, WA (Metropolitan Statistical Area)",2016,44926,283000,3870,286870,279130,9722678,216417,99.7,96.4,103.4,101.6,103.2
1179,13460,"Bend, OR (Metropolitan Statistical Area)",2016,49737,275300,6340,281640,268960,8985844,180666,100.5,101.8,104.9,95.7,104
1180,13740,"Billings, MT (Metropolitan Statistical Area)",2016,47992,202200,3183,205383,199017,8530962,177759,95.9,94.4,93.8,99.2,99.2
1181,13780,"Binghamton, NY (Metropolitan Statistical Area)",2016,40968,112300,1610,113910,110690,9968422,243322,95.8,98.6,85.2,100,99.2
1182,13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",2016,46948,149000,1403,150403,147597,50839352,1082877,88.6,97.2,69.4,91.9,91.7
1183,13900,"Bismarck, ND (Metropolitan Statistical Area)",2016,54447,206700,4357,211057,202343,6927416,127233,93.8,95.4,92.8,92.4,97.1
1184,13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *",2016,35567,164100,2973,167073,161127,5924430,166572,88.6,92.1,79.7,94.3,91.7
1185,14010,"Bloomington, IL (Metropolitan Statistical Area)",2016,46852,156700,1993,158693,154707,8108610,173070,93.1,96.1,89.6,91.6,96.4
1186,14020,"Bloomington, IN (Metropolitan Statistical Area)",2016,37923,153100,3206,156306,149894,6320029,166655,92.6,95.9,88.8,91.4,95.9
1187,14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",2016,42368,147500,3298,150798,144202,3575460,84390,93.5,98.6,75.2,100,96.8
1188,14260,"Boise City, ID (Metropolitan Statistical Area)",2016,42219,176600,2242,178842,174358,29185239,691285,93.3,93.8,83.1,99.8,96.6
1189,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",2016,71794,379200,996,380196,378204,345262564,4809061,112.9,102.9,140.7,110.2,116.9
1190,14500,"Boulder, CO (Metropolitan Statistical Area) *",2016,65363,391000,5017,396017,385983,20997911,321250,107.3,97.9,144,98.1,111.1
1191,14540,"Bowling Green, KY (Metropolitan Statistical Area)",2016,34962,129300,3248,132548,126052,6010065,171902,84.9,91.7,65.3,91.8,87.9
1192,14740,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",2016,50498,262400,3889,266289,258511,13288233,263142,106.8,106.8,110.8,104.3,110.5
1193,14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",2016,107593,413400,4573,417973,408827,101605049,944347,116.4,107.4,147.5,111.6,120.4
1194,15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",2016,27122,79900,1375,81275,78525,11427833,421350,83.3,97.4,56.9,92.6,86.2
1195,15260,"Brunswick, GA (Metropolitan Statistical Area)",2016,38071,134100,7064,141164,127036,4437939,116571,86.2,92.1,72.9,94.3,89.3
1196,15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",2016,46397,129800,853,130653,128947,52438950,1130232,94.4,98.6,78,100,97.7
1197,15500,"Burlington, NC (Metropolitan Statistical Area)",2016,37576,143500,2715,146215,140785,6022761,160283,89.7,97.5,71,94.6,92.8
1198,15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",2016,53908,257300,3182,260482,254118,11722028,217447,105.8,98.7,125.9,102.8,109.5
1199,15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",2016,53437,295900,5444,301344,290456,5971637,111750,100.9,92.1,122,94.4,104.4
1200,15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",2016,41410,123200,1026,124226,122174,16608410,401068,87.4,96.1,64.7,91.6,90.5
1201,15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",2016,48098,171100,1892,172992,169208,34758296,722649,96.1,97.5,96,94.6,99.5
1202,16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",2016,40407,133400,3754,137154,129646,3923914,97109,83.1,93.6,63.7,90.6,86
1203,16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",2016,37896,104900,3141,108041,101759,5253618,138634,84.7,94.4,65.3,89.9,87.6
1204,16180,"Carson City, NV (Metropolitan Statistical Area)",2016,45771,199500,8525,208025,190975,2478381,54147,95.3,98.9,91.4,93.7,98.6
1205,16220,"Casper, WY (Metropolitan Statistical Area)",2016,63613,193200,3548,196748,189652,5146901,80909,96,93.6,94.9,100,99.4
1206,16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",2016,49102,147300,1792,149092,145508,13170249,268224,88.4,95.2,69.3,92.2,91.5
1207,16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",2016,42576,174400,2623,177023,171777,6544207,153705,94.2,98.6,77.5,100,97.5
1208,16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",2016,43755,145100,2211,147311,142889,9920222,226722,93,96,89.9,91.5,96.3
1209,16620,"Charleston, WV (Metropolitan Statistical Area)",2016,40103,101800,2405,104205,99395,10752916,268130,87,95.7,60.1,94.7,90
1210,16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",2016,46625,195700,2148,197848,193552,35508365,761578,96.4,97.5,97.3,94.6,99.8
1211,16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2016,48005,170400,861,171261,169539,119997339,2499697,93.6,97,85.8,94.6,96.9
1212,16820,"Charlottesville, VA (Metropolitan Statistical Area) *",2016,59765,264800,4149,268949,260651,12770227,213675,98.8,97.2,110.5,94.6,102.2
1213,16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",2016,42727,149700,1533,151233,148167,23579212,551859,88.5,97.1,70.6,91.9,91.6
1214,16940,"Cheyenne, WY (Metropolitan Statistical Area)",2016,48178,195900,4498,200398,191402,4715999,97887,95.9,93.6,94.3,100,99.2
1215,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",2016,56231,216000,633,216633,215367,536083043,9533662,103.5,99.7,114.5,101.9,107.1
1216,17020,"Chico, CA (Metropolitan Statistical Area)",2016,42362,228500,3731,232231,224769,9583705,226231,99.2,96.4,101.3,101.6,102.7
1217,17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2016,49900,156100,773,156873,155327,109360391,2191572,90,95.5,78.4,91,93.2
1218,17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",2016,38782,139700,2350,142050,137350,11390730,293712,89.4,97,76.1,91.9,92.6
1219,17420,"Cleveland, TN (Metropolitan Statistical Area)",2016,36597,141100,3565,144665,137535,4435017,121184,83.2,91.9,66.2,91.4,86.1
1220,17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",2016,49796,140200,721,140921,139479,102628391,2060997,90.4,95.8,77.7,91.8,93.6
1221,17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",2016,41386,193300,4055,197355,189245,6332789,153019,93.6,98.9,85.5,93.7,96.9
1222,17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",2016,36265,154200,3331,157531,150869,9225417,254391,92.7,96.8,87.1,92.6,96
1223,17820,"Colorado Springs, CO (Metropolitan Statistical Area)",2016,45198,227800,1857,229657,225943,32196056,712335,98.1,93.8,104.4,99.8,101.5
1224,17860,"Columbia, MO (Metropolitan Statistical Area)",2016,43534,171400,3375,174775,168025,8883092,204049,89.7,95.3,75.4,92.2,92.9
1225,17900,"Columbia, SC (Metropolitan Statistical Area)",2016,42132,143000,1265,144265,141735,34429439,817188,92,97,80.2,94.6,95.2
1226,17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2016,38237,139300,3173,142473,136127,12199027,319040,89.3,97,71.6,94.6,92.5
1227,18020,"Columbus, IN (Metropolitan Statistical Area)",2016,46180,137500,3792,141292,133708,3797404,82231,89.1,94.4,80.5,89.8,92.2
1228,18140,"Columbus, OH (Metropolitan Statistical Area)",2016,48153,161700,708,162408,160992,98819257,2052192,91.9,96,84,91.5,95.1
1229,18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2016,40439,115300,1852,117152,113448,17346555,428953,93,97.4,86.5,92.6,96.3
1230,18700,"Corvallis, OR (Metropolitan Statistical Area)",2016,43534,276900,5103,282003,271797,3914457,89918,101.9,101.8,110.6,95.7,105.4
1231,18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2016,48184,190500,4282,194782,186218,12792419,265492,95.1,94.8,96.4,94.8,98.4
1232,19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2016,37612,121100,3609,124709,117491,3739705,99428,88.3,97.5,66.5,94.6,91.3
1233,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2016,51428,163900,578,164478,163322,370009351,7194758,99.7,99.1,103,98.4,103.1
1234,19140,"Dalton, GA (Metropolitan Statistical Area)",2016,33961,113300,3398,116698,109902,4881924,143753,84.2,92.1,65.7,94.3,87.1
1235,19180,"Danville, IL (Metropolitan Statistical Area)",2016,36476,75800,1809,77609,73991,2863146,78494,80.6,94.4,57.1,89.8,83.5
1236,19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2016,43143,173400,3862,177262,169538,8956578,207601,90.5,97.3,81,91.9,93.7
1237,19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2016,45994,127600,1665,129265,125935,17577885,382178,88.9,95.4,71.9,92.3,92.1
1238,19460,"Decatur, AL (Metropolitan Statistical Area)",2016,36060,117900,2833,120733,115067,5489572,152233,83.5,97.4,52.9,91.9,86.4
1239,19500,"Decatur, IL (Metropolitan Statistical Area)",2016,45196,95700,2458,98158,93242,4808075,106383,85,96.1,57.7,91.6,88
1240,19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2016,39910,147000,1759,148759,145241,25377335,635859,95.6,97.5,93.9,94.6,98.9
1241,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",2016,56789,287400,954,288354,286446,162232980,2856755,104.5,98.8,127.6,97,108.1
1242,19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2016,50940,164500,1159,165659,163341,34183500,671055,93,95.3,89.3,92.3,96.3
1243,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2016,49028,137200,662,137862,136538,211618011,4316260,95.5,98.5,86.5,97.7,98.9
1244,20020,"Dothan, AL (Metropolitan Statistical Area)",2016,38621,111500,2217,113717,109283,5707566,147784,83.6,96.3,56.9,91.8,86.5
1245,20100,"Dover, DE (Metropolitan Statistical Area)",2016,39150,199800,3342,203142,196458,6833378,174542,94.6,97.5,89.9,94.6,97.9
1246,20220,"Dubuque, IA (Metropolitan Statistical Area)",2016,45373,153000,2628,155628,150372,4390384,96763,90.6,95.4,77.5,92.4,93.7
1247,20260,"Duluth, MN-WI (Metropolitan Statistical Area)",2016,42281,144900,2014,146914,142886,12235956,289395,89.4,95.2,75.5,92.2,92.5
1248,20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2016,49248,203400,3412,206812,199988,30446265,618222,94.7,96.4,90.7,94.7,98
1249,20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",2016,39641,170600,2519,173119,168081,6589053,166220,97.2,98.6,90.8,100,100.6
1250,20740,"Eau Claire, WI (Metropolitan Statistical Area)",2016,43246,152900,1923,154823,150977,7197451,166430,90,96.1,76.1,91.6,93.2
1251,20940,"El Centro, CA (Metropolitan Statistical Area)",2016,36493,159000,3067,162067,155933,6575270,180179,90.7,101.8,71.4,95.7,93.9
1252,21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",2016,39705,140900,2827,143727,138073,5913731,148941,85.1,91.9,72.4,91.4,88.1
1253,21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",2016,41963,125300,2387,127687,122913,8545400,203642,89.3,96.1,72.5,91.6,92.4
1254,21300,"Elmira, NY (Metropolitan Statistical Area)",2016,40709,101800,3028,104828,98772,3486483,85644,95.1,98.6,82.2,100,98.5
1255,21340,"El Paso, TX (Metropolitan Statistical Area)",2016,33481,114500,905,115405,113595,28097282,839203,88.2,97.3,72,92.6,91.2
1256,21420,"Enid, OK (Metropolitan Statistical Area)",2016,43605,100800,3951,104751,96849,2725012,62493,89.7,97.4,72.8,92.6,92.8
1257,21500,"Erie, PA (Metropolitan Statistical Area)",2016,41394,120300,1735,122035,118565,11431703,276170,92.8,98.6,73.2,100,96.1
1258,21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",2016,42396,221000,2536,223536,218464,15638663,368874,98,96.4,96.3,101.6,101.5
1259,21780,"Evansville, IN-KY (Metropolitan Statistical Area)",2016,43777,127600,1937,129537,125663,13802168,315283,88.3,96.1,68.1,91.6,91.4
1260,21820,"Fairbanks, AK (Metropolitan Statistical Area) *",2016,53051,224000,6721,230721,217279,5338649,100633,107.8,101,147.3,95.4,111.6
1261,22020,"Fargo, ND-MN (Metropolitan Statistical Area)",2016,50008,176900,2635,179535,174265,11864177,237244,91.4,95.4,81.9,92.4,94.6
1262,22140,"Farmington, NM (Metropolitan Statistical Area)",2016,33268,142500,5013,147513,137487,4256764,127954,90.6,98.9,73.1,93.7,93.8
1263,22180,"Fayetteville, NC (Metropolitan Statistical Area)",2016,34538,129700,2283,131983,127417,17849753,516822,89.2,96,75.7,94.6,92.3
1264,22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",2016,60800,151800,1771,153571,150029,30631396,503806,89.3,97.3,70.6,92.6,92.4
1265,22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2016,44465,231300,7206,238506,224094,6243199,140407,97.6,98.9,100.8,93.7,101
1266,22420,"Flint, MI (Metropolitan Statistical Area)",2016,38215,91800,1535,93335,90265,15627147,408926,89.9,98.3,66.7,96.9,93.1
1267,22500,"Florence, SC (Metropolitan Statistical Area)",2016,37592,110700,2998,113698,107702,7738544,205854,85.7,96.2,60,94.6,88.7
1268,22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2016,35878,117000,3229,120229,113771,5271266,146922,83.4,97.4,52,91.9,86.3
1269,22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2016,44261,147000,2219,149219,144781,4523940,102211,87.6,94.4,74.8,89.8,90.7
1270,22660,"Fort Collins, CO (Metropolitan Statistical Area)",2016,48422,282500,3359,285859,279141,16414294,338984,100.5,93.6,117.3,100,104
1271,22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2016,35687,104000,1638,105638,102362,8892102,249170,84.9,97.1,58,92.6,87.9
1272,23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2016,43098,117700,1106,118806,116594,17363542,402887,88.9,96.1,70.4,91.6,92
1273,23420,"Fresno, CA (Metropolitan Statistical Area)",2016,41122,204900,2389,207289,202511,40168751,976830,96.6,96.4,89.8,101.6,100
1274,23460,"Gadsden, AL (Metropolitan Statistical Area)",2016,35070,101900,3604,105504,98296,3607098,102855,82.7,97.4,51.3,91.9,85.6
1275,23540,"Gainesville, FL (Metropolitan Statistical Area)",2016,39446,160400,2593,162993,157807,12678659,321418,93.8,96,88.5,94.7,97.1
1276,23580,"Gainesville, GA (Metropolitan Statistical Area)",2016,40172,164500,2516,167016,161984,7880145,196159,89.3,92.1,80.8,94.3,92.4
1277,23900,"Gettysburg, PA (Metropolitan Statistical Area)",2016,45347,194800,3275,198075,191525,4621403,101911,96.1,98.6,85.6,100,99.4
1278,24020,"Glens Falls, NY (Metropolitan Statistical Area)",2016,42590,166400,2494,168894,163906,5376306,126233,96.4,98.6,87,100,99.8
1279,24140,"Goldsboro, NC (Metropolitan Statistical Area)",2016,35636,114200,3848,118048,110352,4428393,124269,87.1,97.5,63.1,94.6,90.1
1280,24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2016,46787,160900,2547,163447,158353,4780299,102171,92,95.4,85,92.4,95.2
1281,24260,"Grand Island, NE (Metropolitan Statistical Area)",2016,41755,121800,2804,124604,118996,3156570,75598,85.6,93.6,67.8,90.6,88.6
1282,24300,"Grand Junction, CO (Metropolitan Statistical Area)",2016,40462,201500,4493,205993,197007,6058618,149736,93.7,98.9,86.1,93.7,96.9
1283,24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",2016,46661,146300,1031,147331,145269,49213869,1054710,92.3,95.9,86,91.4,95.6
1284,24420,"Grants Pass, OR (Metropolitan Statistical Area)",2016,37828,225100,7261,232361,217839,3234439,85504,94.8,101.8,84,95.7,98.1
1285,24500,"Great Falls, MT (Metropolitan Statistical Area)",2016,44272,165800,2566,168366,163234,3610915,81562,91.3,93.6,75,100,94.5
1286,24540,"Greeley, CO (Metropolitan Statistical Area) *",2016,43745,227100,3039,230139,224061,12935823,295712,97.4,97.9,95.8,98.1,100.8
1287,24580,"Green Bay, WI (Metropolitan Statistical Area)",2016,47413,159100,1233,160333,157867,15047266,317369,90.1,95.9,76.6,91.3,93.3
1288,24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2016,40720,140900,1419,142319,139481,30891476,758635,90.1,97.1,72.4,94.6,93.3
1289,24780,"Greenville, NC (Metropolitan Statistical Area)",2016,38565,135000,3276,138276,131724,6832669,177171,87.9,97.5,67.6,94.6,91
1290,24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2016,41049,143700,1293,144993,142407,36301109,884327,89.8,97.3,71.9,94.6,93
1291,25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2016,35363,130400,2701,133101,127699,14458594,408865,88.3,97.2,71.9,91.9,91.4
1292,25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2016,41204,180200,3535,183735,176665,11566734,280717,98.1,101.6,81.8,107.7,101.6
1293,25220,"Hammond, LA (Metropolitan Statistical Area)",2016,36008,143300,6435,149735,136865,4703305,130619,85,91.9,71.3,92.1,88
1294,25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2016,35230,172000,3662,175662,168338,5262778,149382,95.5,101.8,85.7,95.7,98.8
1295,25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2016,48348,173200,1234,174434,171966,27437861,567510,96.6,98.6,87.4,100,100
1296,25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2016,37255,199700,4131,203831,195569,4951531,132909,89.2,92.1,81.3,94.3,92.3
1297,25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2016,60050,244000,1399,245399,242601,72576163,1208595,102.4,98.8,109,102.9,106
1298,25620,"Hattiesburg, MS (Metropolitan Statistical Area)",2016,36251,133900,4475,138375,129425,6095881,168158,82.5,91.8,63,91.6,85.4
1299,25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",2016,36649,123000,1931,124931,121069,13369420,364798,87.2,97.5,60.9,94.6,90.2
1300,25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",2016,49310,253500,6854,260354,246646,10417593,211269,95.2,92.1,99.7,94.4,98.5
1301,25980,"Hinesville, GA (Metropolitan Statistical Area)",2016,31532,120000,4609,124609,115391,2517702,79845,90.8,92.2,87,94.4,94
1302,26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",2016,36082,114300,3387,117687,110913,5152720,142804,88,92.1,79.2,94.4,91.1
1303,26300,"Hot Springs, AR (Metropolitan Statistical Area)",2016,37412,133700,4676,138376,129024,3676878,98282,84.9,91.9,71.3,92.1,87.9
1304,26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",2016,40777,138800,3909,142709,134891,8624875,211512,90.2,97.4,75.1,92.6,93.4
1305,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2016,50812,157400,668,158068,156732,345851800,6806503,101.3,95.7,102.9,107.4,104.9
1306,26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",2016,36636,108000,1666,109666,106334,13372859,365020,86.4,96.8,58.6,94.5,89.5
1307,26620,"Huntsville, AL (Metropolitan Statistical Area)",2016,46374,165600,1597,167197,164003,20848744,449576,88.7,97.4,68.1,91.9,91.8
1308,26820,"Idaho Falls, ID (Metropolitan Statistical Area)",2016,41911,156500,2340,158840,154160,5973154,142520,89.6,98.9,70.3,93.6,92.7
1309,26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",2016,50809,144700,812,145512,143888,101961247,2006760,91.6,96.1,82.8,91.5,94.8
1310,26980,"Iowa City, IA (Metropolitan Statistical Area)",2016,49461,190700,3313,194013,187387,8361565,169054,94.6,95.3,97.4,92.2,97.9
1311,27060,"Ithaca, NY (Metropolitan Statistical Area)",2016,41111,182600,4194,186794,178406,4232087,102942,106.5,98.6,135.2,100,110.2
1312,27100,"Jackson, MI (Metropolitan Statistical Area)",2016,37112,115700,2516,118216,113184,5873902,158277,88.5,96.1,69.9,91.6,91.6
1313,27140,"Jackson, MS (Metropolitan Statistical Area)",2016,41618,135900,1979,137879,133921,24936133,599170,88.9,96.8,72.4,91.9,92.1
1314,27180,"Jackson, TN (Metropolitan Statistical Area)",2016,37582,117500,2751,120251,114749,6701139,178306,80.7,91.8,58,91.6,83.5
1315,27260,"Jacksonville, FL (Metropolitan Statistical Area)",2016,45818,163700,1215,164915,162485,67629055,1476023,96,97.4,95.5,94.6,99.3
1316,27340,"Jacksonville, NC (Metropolitan Statistical Area)",2016,45896,153300,2869,156169,150431,8826368,192314,92.8,97.5,84.9,94.6,96.1
1317,27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",2016,41038,132500,1792,134292,130708,6620301,161320,90.5,96.1,78.1,91.6,93.7
1318,27620,"Jefferson City, MO (Metropolitan Statistical Area)",2016,40205,140500,2736,143236,137764,6086094,151375,82.7,93.6,58.9,90.6,85.6
1319,27740,"Johnson City, TN (Metropolitan Statistical Area)",2016,37408,134100,2412,136512,131688,7536185,201457,87.3,97.4,65.5,91.9,90.3
1320,27780,"Johnstown, PA (Metropolitan Statistical Area)",2016,39810,88200,1514,89714,86686,5350984,134414,86.7,98.6,52.3,100,89.7
1321,27860,"Jonesboro, AR (Metropolitan Statistical Area)",2016,34715,116600,3503,120103,113097,4509738,129906,81.6,91.9,62.3,92.1,84.4
1322,27900,"Joplin, MO (Metropolitan Statistical Area)",2016,37435,110100,2138,112238,107962,6640774,177397,86.9,95.4,63.1,92.4,89.9
