"GEO_ID","NAME","S2001_C01_001E","S2001_C01_001M","S2001_C01_002E","S2001_C01_002M","S2001_C01_003E","S2001_C01_003M","S2001_C01_004E","S2001_C01_004M","S2001_C01_005E","S2001_C01_005M","S2001_C01_006E","S2001_C01_006M","S2001_C01_007E","S2001_C01_007M","S2001_C01_008E","S2001_C01_008M","S2001_C01_009E","S2001_C01_009M","S2001_C01_010E","S2001_C01_010M","S2001_C01_011E","S2001_C01_011M","S2001_C01_012E","S2001_C01_012M","S2001_C01_013E","S2001_C01_013M","S2001_C01_014E","S2001_C01_014M","S2001_C01_015E","S2001_C01_015M","S2001_C01_016E","S2001_C01_016M","S2001_C01_017E","S2001_C01_017M","S2001_C01_018E","S2001_C01_018M","S2001_C01_019E","S2001_C01_019M","S2001_C01_020E","S2001_C01_020M","S2001_C01_021E","S2001_C01_021M","S2001_C02_001E","S2001_C02_001M","S2001_C02_002E","S2001_C02_002M","S2001_C02_003E","S2001_C02_003M","S2001_C02_004E","S2001_C02_004M","S2001_C02_005E","S2001_C02_005M","S2001_C02_006E","S2001_C02_006M","S2001_C02_007E","S2001_C02_007M","S2001_C02_008E","S2001_C02_008M","S2001_C02_009E","S2001_C02_009M","S2001_C02_010E","S2001_C02_010M","S2001_C02_011E","S2001_C02_011M","S2001_C02_012E","S2001_C02_012M","S2001_C02_013E","S2001_C02_013M","S2001_C02_014E","S2001_C02_014M","S2001_C02_015E","S2001_C02_015M","S2001_C02_016E","S2001_C02_016M","S2001_C02_017E","S2001_C02_017M","S2001_C02_018E","S2001_C02_018M","S2001_C02_019E","S2001_C02_019M","S2001_C02_020E","S2001_C02_020M","S2001_C02_021E","S2001_C02_021M","S2001_C03_001E","S2001_C03_001M","S2001_C03_002E","S2001_C03_002M","S2001_C03_003E","S2001_C03_003M","S2001_C03_004E","S2001_C03_004M","S2001_C03_005E","S2001_C03_005M","S2001_C03_006E","S2001_C03_006M","S2001_C03_007E","S2001_C03_007M","S2001_C03_008E","S2001_C03_008M","S2001_C03_009E","S2001_C03_009M","S2001_C03_010E","S2001_C03_010M","S2001_C03_011E","S2001_C03_011M","S2001_C03_012E","S2001_C03_012M","S2001_C03_013E","S2001_C03_013M","S2001_C03_014E","S2001_C03_014M","S2001_C03_015E","S2001_C03_015M","S2001_C03_016E","S2001_C03_016M","S2001_C03_017E","S2001_C03_017M","S2001_C03_018E","S2001_C03_018M","S2001_C03_019E","S2001_C03_019M","S2001_C03_020E","S2001_C03_020M","S2001_C03_021E","S2001_C03_021M"
"0400000US12","Florida","9480329","17592","27288","77","5825225","13129","2.0","0.1","5.2","0.1","18.6","0.2","20.1","0.2","21.3","0.1","12.8","0.1","4.8","0.1","6.9","0.1","8.2","0.1","(X)","(X)","50416","242","31427","93","18701","156","25583","96","31730","103","43212","194","56747","399","16.6","(X)","4962059","9966","31533","120","3280371","9065","1.8","0.1","4.3","0.1","16.2","0.2","18.1","0.2","20.6","0.2","13.9","0.2","5.4","0.1","8.4","0.1","11.4","0.1","41185","175","57725","348","36205","182","21516","123","30098","171","37321","236","52050","291","71525","642","(X)","(X)","4518270","11236","23837","110","2544854","8078","2.3","0.1","6.5","0.1","21.7","0.2","22.7","0.2","22.3","0.2","11.4","0.1","4.0","0.1","5.0","0.1","4.1","0.1","33096","163","40995","173","26978","93","15113","178","21438","112","27463","148","38019","204","47631","473","(X)","(X)"
"0400000US13","Georgia","4935097","11353","28962","152","3096123","10393","2.2","0.1","4.9","0.1","16.7","0.2","18.8","0.2","21.0","0.2","14.1","0.1","5.4","0.1","7.6","0.1","9.2","0.1","(X)","(X)","52417","233","33285","153","18822","208","26586","129","32436","137","48807","436","61224","384","18.1","(X)","2586807","7205","33773","247","1762910","7683","1.8","0.1","3.7","0.1","14.0","0.2","17.0","0.2","20.6","0.3","14.9","0.2","6.0","0.1","9.3","0.1","12.8","0.2","43875","225","60012","345","39769","259","21674","212","31710","183","40545","253","60688","480","77745","1216","(X)","(X)","2348290","7557","24136","172","1333213","6230","2.7","0.1","6.5","0.1","20.3","0.3","21.3","0.3","21.5","0.3","13.0","0.2","4.7","0.1","5.5","0.1","4.5","0.1","34525","200","42373","204","27925","173","14691","230","21416","151","27186","174","40374","240","53042","404","(X)","(X)"
"0400000US15","Hawaii","744467","3218","31638","206","476135","4103","1.9","0.1","3.9","0.3","14.5","0.5","19.5","0.5","22.3","0.5","15.2","0.4","6.3","0.2","8.7","0.3","7.7","0.3","(X)","(X)","51655","470","36048","322","21543","660","29494","500","35132","491","44766","684","60382","910","18.7","(X)","397986","2251","36448","421","272792","2818","1.7","0.2","3.6","0.4","12.9","0.6","16.5","0.6","20.5","0.6","16.5","0.5","7.4","0.4","10.7","0.5","10.2","0.4","45342","594","57617","740","41824","371","25165","1082","32811","647","41405","524","52494","916","73361","2125","(X)","(X)","346481","2103","27436","329","203343","2476","2.1","0.2","4.3","0.3","16.8","0.7","23.6","0.7","24.8","0.7","13.5","0.5","4.7","0.3","5.9","0.4","4.3","0.3","36494","407","43658","543","31092","254","17773","1140","25151","424","30138","432","39333","878","51473","965","(X)","(X)"
"0400000US16","Idaho","818343","2653","24569","244","447099","2904","3.0","0.2","5.3","0.3","18.4","0.4","21.1","0.4","21.4","0.5","13.1","0.3","5.1","0.2","6.2","0.3","6.4","0.2","(X)","(X)","46531","382","29721","321","19461","636","25221","280","28042","511","40201","601","55804","1111","12.0","(X)","442837","2046","30779","242","271736","2237","2.2","0.2","3.4","0.3","14.3","0.5","19.3","0.5","22.5","0.6","15.0","0.5","6.3","0.3","8.1","0.4","8.9","0.3","41581","358","53394","577","36275","343","23867","764","31174","401","35857","542","50147","805","67347","1839","(X)","(X)","375506","2198","18438","286","175363","1978","4.2","0.4","8.3","0.5","24.8","0.7","23.9","0.7","19.6","0.6","10.2","0.5","3.2","0.3","3.3","0.3","2.4","0.2","30131","308","35896","501","22199","238","12855","487","18874","422","21519","337","31919","604","46569","1375","(X)","(X)"
"0400000US17","Illinois","6893278","10622","31179","85","4129752","9402","1.7","0.1","3.8","0.1","14.0","0.1","16.5","0.1","20.5","0.1","15.4","0.1","6.8","0.1","10.0","0.1","11.4","0.1","(X)","(X)","59168","244","36868","126","20800","164","28271","188","34790","188","50603","203","65145","355","16.3","(X)","3616961","6528","38159","235","2377888","6519","1.5","0.1","2.9","0.1","11.2","0.2","13.9","0.2","19.2","0.1","16.2","0.2","7.7","0.1","12.1","0.1","15.3","0.1","50845","175","68201","339","44589","207","25053","281","35147","241","43646","277","62179","341","81260","513","(X)","(X)","3276317","7140","25193","98","1751864","7186","2.0","0.1","5.1","0.1","17.7","0.2","19.9","0.2","22.3","0.2","14.3","0.2","5.5","0.1","7.2","0.1","6.1","0.1","37916","193","46907","201","29990","135","15917","188","21884","149","27926","194","41071","236","53995","418","(X)","(X)"
"0400000US18","Indiana","3462819","7399","27433","106","2008545","6538","1.9","0.1","3.9","0.1","16.1","0.2","20.5","0.2","22.9","0.2","14.9","0.1","5.7","0.1","7.5","0.1","6.7","0.1","(X)","(X)","49342","218","32303","97","20074","249","27431","154","32167","148","44235","302","57767","542","13.5","(X)","1821405","4998","34489","201","1168480","4935","1.5","0.1","2.8","0.1","11.5","0.2","16.9","0.2","23.4","0.3","17.3","0.2","7.0","0.2","10.1","0.2","9.5","0.2","45184","238","56966","324","40346","156","24174","526","34837","285","41524","282","55209","545","69823","1107","(X)","(X)","1641414","4900","21653","105","840065","3921","2.4","0.1","5.4","0.2","22.5","0.3","25.5","0.3","22.2","0.3","11.6","0.2","3.8","0.1","4.0","0.1","2.8","0.1","32290","115","38739","179","25785","121","14587","382","21206","137","25854","178","36094","344","50143","488","(X)","(X)"
"0400000US19","Iowa","1757265","3818","27055","137","1042854","4269","2.4","0.1","3.9","0.1","16.1","0.2","21.4","0.2","24.6","0.3","14.5","0.2","4.9","0.1","6.2","0.1","5.9","0.1","(X)","(X)","47335","247","32068","124","20134","359","26888","191","31360","180","42115","269","54684","578","12.4","(X)","920450","2672","32891","254","601964","3154","2.1","0.1","2.8","0.1","11.7","0.3","18.6","0.3","25.3","0.4","16.8","0.2","6.1","0.2","8.1","0.2","8.6","0.2","42792","204","54324","343","38778","259","23424","611","32933","325","39250","383","52153","505","65878","1142","(X)","(X)","836815","2270","21731","133","440890","2718","2.8","0.1","5.4","0.2","22.2","0.4","25.2","0.4","23.8","0.4","11.4","0.2","3.3","0.2","3.6","0.2","2.2","0.1","32298","162","37794","262","26011","151","15026","551","20513","177","25350","224","35747","342","47994","734","(X)","(X)"
"0400000US20","Kansas","1588985","3479","27434","174","967305","4373","2.7","0.1","4.5","0.2","16.3","0.3","19.8","0.3","22.6","0.3","13.9","0.2","5.4","0.2","7.3","0.2","7.6","0.1","(X)","(X)","50210","307","32744","230","20580","437","26155","260","31019","212","43671","369","54727","600","12.0","(X)","839286","2235","33689","300","564921","3372","2.3","0.1","3.1","0.2","12.4","0.3","17.6","0.3","22.5","0.3","15.8","0.3","6.5","0.2","9.2","0.2","10.7","0.2","43955","289","57939","475","40390","258","24672","659","32247","325","38996","529","54510","705","68510","1557","(X)","(X)","749699","2532","21830","167","402384","2702","3.3","0.2","6.3","0.3","21.8","0.4","23.0","0.4","22.8","0.5","11.2","0.3","3.8","0.2","4.6","0.2","3.1","0.2","32577","285","39358","340","26355","197","14512","562","20051","275","25128","256","36046","356","46701","597","(X)","(X)"
"0400000US21","Kentucky","2173490","5946","25866","114","1290523","6059","2.6","0.1","5.5","0.1","18.4","0.3","20.4","0.3","22.1","0.2","13.5","0.2","5.0","0.1","6.3","0.2","6.1","0.1","(X)","(X)","46726","276","30615","117","17771","394","25600","179","30725","183","42458","467","51646","293","13.1","(X)","1144042","3888","31253","142","738957","4567","2.2","0.1","4.1","0.2","14.8","0.3","17.7","0.3","22.4","0.3","15.6","0.3","6.2","0.2","8.3","0.2","8.7","0.2","41691","191","53644","402","36561","216","21315","363","31376","256","39077","464","52873","725","63535","1179","(X)","(X)","1029448","3713","21090","133","551566","3844","3.1","0.2","7.5","0.2","23.3","0.4","23.9","0.4","21.7","0.4","10.7","0.3","3.5","0.2","3.6","0.2","2.7","0.1","31362","148","37456","244","25150","165","12608","419","20139","188","25330","255","35332","467","46446","461","(X)","(X)"
"0400000US22","Louisiana","2251685","7137","26415","127","1362635","7264","2.8","0.1","6.9","0.2","18.5","0.2","18.1","0.2","20.5","0.2","13.4","0.2","5.2","0.1","7.3","0.2","7.3","0.1","(X)","(X)","48324","323","31553","142","18453","414","26360","225","31127","197","43965","318","53740","614","18.4","(X)","1179080","4153","34286","328","774375","4762","2.2","0.1","4.3","0.2","13.7","0.3","15.7","0.3","20.6","0.3","15.7","0.3","6.7","0.2","10.2","0.2","10.9","0.2","44380","349","57589","501","40620","233","24884","642","35890","363","42026","395","55184","914","71715","1303","(X)","(X)","1072605","4632","20378","127","588260","4471","3.6","0.2","10.4","0.3","24.8","0.4","21.1","0.3","20.4","0.4","10.3","0.3","3.2","0.2","3.6","0.2","2.5","0.1","30172","177","36128","256","24060","212","12422","219","19035","257","24282","327","37812","419","46489","625","(X)","(X)"
"0400000US23","Maine","754624","2857","26676","174","426709","2995","2.0","0.1","3.5","0.2","16.1","0.3","21.9","0.4","24.0","0.4","15.1","0.3","5.4","0.2","6.3","0.2","5.8","0.2","(X)","(X)","47625","420","31282","186","20314","613","25884","267","30773","278","40254","472","51624","534","11.3","(X)","390061","1737","32166","260","245062","2044","1.8","0.2","2.6","0.2","12.2","0.4","18.9","0.5","25.0","0.5","17.1","0.4","6.3","0.3","8.0","0.3","8.1","0.3","42871","375","53891","648","37399","343","23718","1171","32075","307","37649","712","49787","1068","63769","2473","(X)","(X)","364563","1876","21851","199","181647","1916","2.2","0.2","4.7","0.3","21.3","0.6","25.8","0.7","22.7","0.6","12.6","0.4","4.1","0.2","4.0","0.3","2.6","0.2","33041","327","39171","357","25602","214","13564","1062","19848","390","25263","298","33745","688","44633","1171","(X)","(X)"
"0400000US24","Maryland","3270309","6320","38261","198","2095609","6450","1.4","0.1","2.5","0.1","9.6","0.2","14.2","0.2","20.1","0.2","16.3","0.2","7.5","0.1","12.5","0.2","15.9","0.2","(X)","(X)","66032","284","44405","181","22743","416","32701","284","42062","200","56272","386","76400","480","15.0","(X)","1657755","3883","43946","258","1152024","4927","1.2","0.1","2.0","0.1","8.1","0.2","12.2","0.2","18.3","0.3","16.3","0.2","7.7","0.2","13.5","0.2","20.7","0.3","56121","365","74768","397","51434","239","27191","423","39433","525","49454","519","69026","913","93992","1105","(X)","(X)","1612554","4798","32665","246","943585","4715","1.6","0.1","3.1","0.1","11.4","0.2","16.6","0.3","22.3","0.3","16.3","0.2","7.3","0.2","11.3","0.2","10.0","0.2","45857","285","55367","316","38428","236","17213","352","27555","334","36742","314","48590","509","63810","698","(X)","(X)"
"0400000US25","Massachusetts","3721385","7058","35703","162","2148655","7260","1.2","0.1","2.1","0.1","9.0","0.2","14.2","0.2","21.2","0.2","17.2","0.2","7.8","0.1","11.9","0.1","15.6","0.2","(X)","(X)","67864","352","42322","155","22348","306","32096","191","38138","360","53381","285","67553","535","17.9","(X)","1897182","4643","42993","279","1234089","4557","1.0","0.1","1.7","0.1","7.2","0.2","11.6","0.2","18.8","0.3","17.4","0.3","8.1","0.2","13.6","0.2","20.5","0.3","57045","315","77643","501","51027","209","26908","432","40077","281","47102","476","65834","467","86067","883","(X)","(X)","1824203","4442","29827","220","914566","5451","1.4","0.1","2.5","0.1","11.3","0.2","17.7","0.3","24.4","0.3","17.1","0.3","7.3","0.2","9.5","0.2","8.8","0.2","44522","227","54667","321","35125","196","17765","444","25164","225","31759","258","44068","447","56783","523","(X)","(X)"
"0400000US26","Michigan","5106606","10537","27432","100","2774097","9448","2.3","0.1","4.0","0.1","13.6","0.1","17.4","0.2","21.0","0.2","15.6","0.1","7.0","0.1","9.9","0.1","9.2","0.1","(X)","(X)","54506","215","33403","173","18007","363","25862","129","31952","156","47924","375","66034","341","13.7","(X)","2652152","5751","34810","245","1600021","6089","1.9","0.1","3.1","0.1","10.2","0.2","14.3","0.2","20.2","0.2","16.8","0.2","8.0","0.1","12.5","0.1","13.0","0.2","50208","182","62716","309","41894","201","22103","411","32173","184","41668","256","60661","350","79188","763","(X)","(X)","2454454","6492","21682","95","1174076","5770","2.7","0.1","5.2","0.2","18.3","0.3","21.7","0.3","22.2","0.2","14.0","0.2","5.5","0.1","6.3","0.1","4.0","0.1","36157","183","43318","184","26543","104","13150","340","20176","137","25621","169","37913","328","56273","490","(X)","(X)"
"0400000US27","Minnesota","3082578","4630","31502","95","1782230","5407","1.9","0.1","2.9","0.1","11.5","0.2","17.4","0.2","24.0","0.2","16.3","0.2","6.7","0.1","9.1","0.1","10.1","0.1","(X)","(X)","57196","299","37183","124","20479","278","29006","230","35270","154","48759","348","63035","613","12.1","(X)","1607659","3018","37989","235","1034592","4043","1.7","0.1","2.4","0.1","8.9","0.2","14.3","0.2","22.8","0.3","17.8","0.2","7.7","0.2","10.9","0.2","13.5","0.2","49896","259","64848","424","43888","207","22681","592","35042","243","42530","251","59379","655","75335","846","(X)","(X)","1474919","3071","25790","123","747638","3623","2.2","0.1","3.7","0.1","15.1","0.2","21.7","0.3","25.6","0.3","14.3","0.2","5.3","0.1","6.7","0.1","5.4","0.2","38546","205","46609","295","30782","117","16199","379","22315","195","29172","217","40126","310","54178","546","(X)","(X)"
"0400000US28","Mississippi","1413170","4368","24372","244","862706","5343","3.0","0.2","7.7","0.2","21.0","0.4","21.2","0.3","20.7","0.3","11.7","0.3","4.0","0.1","5.5","0.2","5.2","0.1","(X)","(X)","43290","365","28413","278","17728","488","24067","380","28619","381","40054","465","50923","597","16.8","(X)","732293","3253","30163","211","481336","3497","2.6","0.2","5.2","0.3","16.4","0.5","19.8","0.4","22.1","0.4","13.7","0.4","5.1","0.2","7.3","0.3","7.8","0.2","38545","405","50438","538","34378","349","21770","348","30235","354","36668","462","51081","932","66041","2052","(X)","(X)","680877","3042","19848","227","381370","3762","3.5","0.2","10.7","0.4","26.9","0.6","23.0","0.5","18.9","0.5","9.2","0.3","2.7","0.2","3.2","0.2","1.9","0.1","28267","344","34268","326","22769","279","12969","450","18429","277","22856","369","34085","460","43333","722","(X)","(X)"
"0400000US29","Missouri","3210933","6348","26922","105","1922357","6346","2.4","0.1","4.6","0.1","17.3","0.2","20.6","0.2","22.0","0.2","13.7","0.2","5.3","0.1","7.1","0.1","7.0","0.1","(X)","(X)","48983","243","31773","101","18620","395","26045","129","31370","135","42716","349","53491","480","14.4","(X)","1660069","4098","32311","135","1078111","4545","2.1","0.1","3.4","0.1","13.4","0.2","17.9","0.3","21.9","0.3","15.7","0.2","6.4","0.2","9.1","0.2","10.0","0.2","43078","257","56587","373","38359","252","22425","368","31654","196","38997","421","53507","658","66997","888","(X)","(X)","1550864","4479","22156","116","844246","4857","2.9","0.1","6.2","0.2","22.2","0.3","24.0","0.3","22.2","0.3","11.2","0.2","3.9","0.1","4.4","0.2","3.1","0.1","32282","126","39273","223","26323","133","13831","388","20853","159","26037","149","35650","325","46388","477","(X)","(X)"
"0400000US30","Montana","556205","2226","23639","306","304247","2980","3.5","0.2","6.1","0.3","19.3","0.5","21.0","0.4","21.4","0.5","12.8","0.4","4.8","0.2","5.6","0.2","5.5","0.3","(X)","(X)","44198","435","28125","382","17651","790","24093","395","26588","332","35133","728","47088","1151","14.4","(X)","295004","1821","30172","276","178500","2208","3.1","0.3","4.3","0.3","14.7","0.6","18.4","0.6","22.9","0.6","15.1","0.5","6.1","0.4","7.5","0.4","7.8","0.4","40558","343","50895","647","35081","406","21800","968","30933","508","33907","989","43059","1044","54251","1878","(X)","(X)","261201","1786","18814","316","125747","1680","4.2","0.3","8.6","0.5","25.7","0.8","24.8","0.7","19.3","0.7","9.4","0.5","2.9","0.3","3.0","0.3","2.1","0.3","29263","433","34691","430","22074","253","12925","865","17871","455","21162","337","29953","802","40872","948","(X)","(X)"
"0400000US31","Nebraska","1055504","2747","26786","140","651390","3426","2.9","0.1","4.8","0.2","17.1","0.3","22.1","0.3","22.9","0.3","12.9","0.2","4.7","0.2","6.6","0.2","6.1","0.2","(X)","(X)","46815","305","31722","153","21463","493","25950","268","30576","217","41794","320","53751","747","12.4","(X)","553139","1828","32261","182","380003","1863","2.5","0.1","3.6","0.2","13.1","0.4","19.7","0.4","23.4","0.4","14.7","0.3","5.8","0.2","8.4","0.3","8.7","0.3","41311","214","53481","460","38277","284","25082","580","31790","311","37538","557","51466","587","66596","1563","(X)","(X)","502365","2090","21491","136","271387","2551","3.4","0.2","6.4","0.3","22.7","0.4","25.4","0.5","22.2","0.5","10.4","0.3","3.2","0.2","3.9","0.2","2.5","0.2","31528","188","37481","323","25831","167","16161","637","19858","337","24341","345","35076","430","46805","774","(X)","(X)"
"0400000US32","Nevada","1431107","5107","31041","150","897508","5474","1.6","0.1","3.5","0.2","15.3","0.4","20.9","0.3","21.6","0.3","14.5","0.3","6.0","0.2","8.3","0.2","8.3","0.2","(X)","(X)","52324","409","34546","249","24282","448","30639","237","36303","329","45598","836","61699","897","15.6","(X)","779849","3071","35376","322","522898","3906","1.4","0.1","2.9","0.2","12.9","0.4","18.2","0.5","20.2","0.4","15.9","0.3","7.0","0.3","10.3","0.3","11.1","0.3","44926","446","58751","613","40348","305","26789","344","35199","506","42898","479","53159","1185","74416","2272","(X)","(X)","651258","3499","26711","175","374610","3768","1.8","0.2","4.3","0.2","18.7","0.5","24.7","0.5","23.4","0.5","12.5","0.4","4.7","0.3","5.5","0.3","4.4","0.2","35255","305","43353","384","30094","200","20511","409","25991","332","31026","274","39798","793","52789","884","(X)","(X)"
"0400000US33","New Hampshire","783745","2572","32827","298","462702","3237","1.4","0.1","2.1","0.1","10.5","0.3","18.1","0.4","22.9","0.4","16.5","0.3","6.5","0.2","10.2","0.3","11.8","0.3","(X)","(X)","59109","505","38735","370","25294","752","31299","323","36526","453","48370","804","62551","825","14.8","(X)","408488","1741","41391","376","273069","2042","1.3","0.2","1.6","0.2","7.3","0.3","14.2","0.5","21.1","0.5","17.9","0.4","7.5","0.3","12.4","0.5","16.7","0.4","52687","444","68291","774","47912","533","30049","1062","38204","762","47131","771","63322","1366","82630","2130","(X)","(X)","375257","1782","26166","259","189633","2056","1.6","0.2","2.8","0.3","15.1","0.6","23.6","0.8","25.4","0.6","14.4","0.5","5.1","0.4","7.2","0.3","4.7","0.3","38287","421","45887","425","30755","268","17432","978","24188","621","29268","620","37329","673","51685","812","(X)","(X)"
"0400000US34","New Jersey","4735975","9635","38235","173","2970397","9154","1.2","0.1","2.9","0.1","10.7","0.2","13.5","0.2","18.8","0.2","15.8","0.1","7.1","0.1","12.5","0.1","17.5","0.2","(X)","(X)","70196","333","44085","180","22061","214","32546","243","41124","191","58392","423","80895","464","17.1","(X)","2482696","5659","45894","271","1728915","5585","1.1","0.1","2.3","0.1","9.2","0.2","11.5","0.2","16.4","0.2","15.6","0.2","7.4","0.1","13.6","0.2","22.9","0.2","57878","477","80710","496","52384","204","26253","352","40738","295","50470","311","71717","416","99151","1057","(X)","(X)","2253279","6337","31231","149","1241482","6508","1.4","0.1","3.8","0.1","12.9","0.2","16.3","0.3","22.0","0.3","16.1","0.2","6.7","0.2","10.9","0.2","9.9","0.2","44914","207","55555","280","36237","184","17087","253","26014","234","34142","302","49256","356","65004","684","(X)","(X)"
"0400000US35","New Mexico","1024767","4270","25115","218","608518","5280","3.2","0.2","6.5","0.2","19.9","0.4","18.2","0.4","20.2","0.4","12.5","0.3","5.4","0.2","7.0","0.2","7.1","0.2","(X)","(X)","46721","414","30154","205","16841","298","24658","443","29720","472","42203","519","53693","681","15.1","(X)","541553","2801","30127","310","349683","3454","2.7","0.2","4.6","0.3","17.4","0.5","16.4","0.5","20.1","0.5","13.8","0.4","6.5","0.3","8.7","0.3","9.8","0.3","41213","364","52787","581","35674","456","20808","565","29808","686","37248","679","50805","1019","68740","2494","(X)","(X)","483214","2710","20686","227","258835","3358","3.9","0.3","9.0","0.4","23.3","0.7","20.5","0.6","20.4","0.6","10.8","0.4","3.8","0.2","4.8","0.3","3.5","0.3","31424","324","38526","461","24569","399","12499","410","19930","436","24221","484","35714","744","47042","997","(X)","(X)"
"0400000US36","New York","10198390","14905","32436","62","6290308","12128","1.9","0.1","3.8","0.1","13.0","0.1","16.1","0.1","20.3","0.1","15.1","0.1","6.5","0.1","10.2","0.1","12.9","0.1","(X)","(X)","63278","239","38347","124","20020","147","29259","134","36286","144","51933","173","66329","277","18.6","(X)","5270338","8325","38025","180","3549362","8591","1.7","0.1","3.4","0.1","11.8","0.1","14.0","0.1","18.9","0.2","15.7","0.1","6.8","0.1","11.2","0.1","16.6","0.1","50141","162","71646","347","43949","183","22894","310","34548","219","43524","232","61078","310","80919","382","(X)","(X)","4928052","9855","28225","106","2740946","8846","2.2","0.1","4.4","0.1","14.6","0.1","18.8","0.2","22.2","0.2","14.4","0.1","6.1","0.1","9.0","0.1","8.2","0.1","40953","102","52443","203","32523","112","15737","149","23573","171","30970","130","44807","300","57965","427","(X)","(X)"
"0400000US37","North Carolina","4938801","7948","26972","88","2969781","9330","2.2","0.1","4.9","0.1","17.8","0.2","20.9","0.2","21.9","0.2","13.0","0.1","4.9","0.1","6.7","0.1","7.8","0.1","(X)","(X)","49486","235","31350","95","17927","253","25668","133","30914","130","43914","241","56461","461","15.3","(X)","2577453","5677","31400","128","1704573","6437","1.9","0.1","4.0","0.1","15.2","0.3","18.8","0.3","21.4","0.2","14.1","0.2","5.5","0.1","8.3","0.2","10.8","0.2","41329","191","56200","337","36429","199","21101","220","30593","184","37711","311","54866","497","74082","1196","(X)","(X)","2361348","5805","22650","144","1265208","6380","2.5","0.1","6.2","0.2","21.2","0.3","23.7","0.3","22.6","0.2","11.4","0.2","4.0","0.1","4.6","0.1","3.7","0.1","32990","182","40441","218","26653","110","13621","261","20822","132","26087","189","37441","230","48312","442","(X)","(X)"
"0400000US38","North Dakota","403426","1487","26117","202","237585","2069","2.8","0.2","4.9","0.2","17.9","0.5","22.3","0.6","23.3","0.5","12.8","0.3","4.6","0.2","6.1","0.3","5.4","0.3","(X)","(X)","46103","600","31525","195","18416","1067","25904","368","30561","312","38667","578","52230","942","13.8","(X)","216262","1112","32340","307","142145","1467","2.4","0.2","3.9","0.3","13.0","0.6","18.5","0.7","24.5","0.6","15.5","0.5","6.0","0.3","8.3","0.5","7.9","0.4","41742","394","53604","878","39507","488","24070","1357","33274","770","39405","661","47836","1249","61906","2357","(X)","(X)","187164","952","20593","256","95440","1319","3.3","0.3","6.4","0.5","25.2","0.8","27.9","0.9","21.5","0.8","8.7","0.4","2.6","0.3","2.8","0.3","1.7","0.2","30137","288","34932","486","25010","335","12383","708","18515","495","23702","549","32452","615","45305","1798","(X)","(X)"
"0400000US39","Ohio","6152603","11182","28016","133","3588122","9087","2.0","0.1","4.0","0.1","14.9","0.1","19.2","0.1","22.9","0.1","15.3","0.1","6.1","0.1","7.9","0.1","7.6","0.1","(X)","(X)","51416","206","33021","145","18727","277","27078","109","32177","119","46608","297","60809","283","13.0","(X)","3180720","6944","34614","193","2055528","6860","1.8","0.1","3.0","0.1","11.1","0.2","16.2","0.2","22.8","0.2","17.0","0.2","7.2","0.1","10.1","0.1","10.9","0.1","46106","206","59058","300","40642","159","22854","458","33784","210","40543","237","58072","655","73989","825","(X)","(X)","2971883","7142","22292","82","1532594","6151","2.4","0.1","5.2","0.1","20.0","0.2","23.3","0.2","23.1","0.2","13.1","0.2","4.6","0.1","5.0","0.1","3.3","0.1","34516","146","41167","158","26729","101","14348","270","21044","125","26779","161","37401","275","52050","321","(X)","(X)"
"0400000US40","Oklahoma","1924693","4582","25386","120","1187140","4138","2.8","0.1","6.3","0.2","20.0","0.3","20.4","0.3","21.0","0.3","12.8","0.2","4.6","0.1","5.9","0.1","6.1","0.1","(X)","(X)","45818","287","30393","134","18544","302","24749","276","30032","205","40897","320","51499","538","14.3","(X)","1025884","2651","31000","179","693680","2655","2.5","0.1","4.7","0.2","16.2","0.3","18.4","0.4","21.0","0.3","15.0","0.3","5.7","0.2","7.6","0.2","8.9","0.2","40366","252","52889","405","36421","275","22296","338","30822","287","37227","389","51834","582","65383","1293","(X)","(X)","898809","3493","20300","131","493460","3416","3.4","0.2","8.5","0.3","25.3","0.4","23.3","0.4","21.0","0.4","9.8","0.2","3.0","0.1","3.5","0.2","2.2","0.1","30391","153","35878","265","24093","211","13662","317","19009","266","23890","339","34827","388","42993","574","(X)","(X)"
"0400000US41","Oregon","2041866","5082","26850","156","1109093","6177","2.3","0.1","4.3","0.1","15.7","0.3","18.4","0.3","21.9","0.3","14.4","0.2","6.0","0.1","8.4","0.2","8.6","0.2","(X)","(X)","52115","291","31808","152","19248","394","26210","259","31002","213","42783","473","54506","547","12.0","(X)","1076779","3249","32598","323","655951","3823","1.9","0.1","3.6","0.2","12.9","0.3","15.7","0.3","21.6","0.3","15.8","0.3","6.8","0.2","10.2","0.3","11.5","0.2","45245","330","58594","367","38783","342","22471","625","31848","338","38128","501","52331","544","68053","1652","(X)","(X)","965087","3595","21815","170","453142","4077","2.9","0.2","5.3","0.2","19.7","0.5","22.5","0.4","22.3","0.5","12.4","0.3","4.8","0.2","5.7","0.2","4.4","0.2","34807","275","42737","335","25834","195","14682","463","20787","262","25296","258","34407","585","44763","607","(X)","(X)"
