"GEO_ID","NAME","S2001_C01_001E","S2001_C01_001M","S2001_C01_002E","S2001_C01_002M","S2001_C01_003E","S2001_C01_003M","S2001_C01_004E","S2001_C01_004M","S2001_C01_005E","S2001_C01_005M","S2001_C01_006E","S2001_C01_006M","S2001_C01_007E","S2001_C01_007M","S2001_C01_008E","S2001_C01_008M","S2001_C01_009E","S2001_C01_009M","S2001_C01_010E","S2001_C01_010M","S2001_C01_011E","S2001_C01_011M","S2001_C01_012E","S2001_C01_012M","S2001_C01_013E","S2001_C01_013M","S2001_C01_014E","S2001_C01_014M","S2001_C01_015E","S2001_C01_015M","S2001_C01_016E","S2001_C01_016M","S2001_C01_017E","S2001_C01_017M","S2001_C01_018E","S2001_C01_018M","S2001_C01_019E","S2001_C01_019M","S2001_C01_020E","S2001_C01_020M","S2001_C01_021E","S2001_C01_021M","S2001_C02_001E","S2001_C02_001M","S2001_C02_002E","S2001_C02_002M","S2001_C02_003E","S2001_C02_003M","S2001_C02_004E","S2001_C02_004M","S2001_C02_005E","S2001_C02_005M","S2001_C02_006E","S2001_C02_006M","S2001_C02_007E","S2001_C02_007M","S2001_C02_008E","S2001_C02_008M","S2001_C02_009E","S2001_C02_009M","S2001_C02_010E","S2001_C02_010M","S2001_C02_011E","S2001_C02_011M","S2001_C02_012E","S2001_C02_012M","S2001_C02_013E","S2001_C02_013M","S2001_C02_014E","S2001_C02_014M","S2001_C02_015E","S2001_C02_015M","S2001_C02_016E","S2001_C02_016M","S2001_C02_017E","S2001_C02_017M","S2001_C02_018E","S2001_C02_018M","S2001_C02_019E","S2001_C02_019M","S2001_C02_020E","S2001_C02_020M","S2001_C02_021E","S2001_C02_021M","S2001_C03_001E","S2001_C03_001M","S2001_C03_002E","S2001_C03_002M","S2001_C03_003E","S2001_C03_003M","S2001_C03_004E","S2001_C03_004M","S2001_C03_005E","S2001_C03_005M","S2001_C03_006E","S2001_C03_006M","S2001_C03_007E","S2001_C03_007M","S2001_C03_008E","S2001_C03_008M","S2001_C03_009E","S2001_C03_009M","S2001_C03_010E","S2001_C03_010M","S2001_C03_011E","S2001_C03_011M","S2001_C03_012E","S2001_C03_012M","S2001_C03_013E","S2001_C03_013M","S2001_C03_014E","S2001_C03_014M","S2001_C03_015E","S2001_C03_015M","S2001_C03_016E","S2001_C03_016M","S2001_C03_017E","S2001_C03_017M","S2001_C03_018E","S2001_C03_018M","S2001_C03_019E","S2001_C03_019M","S2001_C03_020E","S2001_C03_020M","S2001_C03_021E","S2001_C03_021M"
"0400000US34","New Jersey","4683977","10091","39546","186","3004176","8865","1.3","0.1","2.8","0.1","10.1","0.1","12.3","0.2","16.7","0.2","15.4","0.1","7.4","0.1","13.2","0.1","20.7","0.2","(X)","(X)","75638","388","45785","215","22030","240","32820","265","40951","239","61179","277","83346","679","20.0","(X)","2453063","5978","47106","283","1724015","6076","1.2","0.1","2.2","0.1","8.9","0.2","10.7","0.2","14.9","0.2","14.6","0.2","7.3","0.2","13.7","0.2","26.5","0.3","61928","281","86477","530","53764","244","25874","362","40295","283","50256","301","75047","576","102643","701","(X)","(X)","2230914","6517","32292","136","1280161","6061","1.5","0.1","3.5","0.1","11.9","0.2","14.4","0.2","19.2","0.3","16.4","0.2","7.6","0.2","12.5","0.2","12.9","0.2","49432","366","61040","383","37887","226","17316","314","26199","226","34192","330","51538","302","68656","793","(X)","(X)"
"0400000US35","New Mexico","997724","4685","26490","187","616304","4477","3.0","0.2","5.6","0.3","17.6","0.4","17.7","0.4","19.9","0.4","13.5","0.3","5.8","0.2","8.4","0.3","8.6","0.2","(X)","(X)","50295","433","31457","197","17391","395","25714","292","30314","346","43502","649","56073","865","18.4","(X)","527064","2728","31026","281","349923","2548","2.3","0.2","4.5","0.3","15.2","0.4","16.7","0.5","19.1","0.5","14.0","0.5","6.2","0.3","10.3","0.4","11.6","0.3","43071","534","56270","649","36604","419","21641","629","30677","453","37138","697","51088","857","72224","2040","(X)","(X)","470660","3217","22331","272","266381","3343","3.9","0.2","7.0","0.4","20.8","0.6","19.0","0.7","20.9","0.5","12.7","0.5","5.1","0.3","6.0","0.3","4.7","0.3","34633","447","42446","518","26306","257","12782","539","20448","456","25161","396","38892","1058","50297","772","(X)","(X)"
"0400000US36","New York","10176059","15819","34450","109","6436845","13951","1.8","0.1","3.5","0.1","11.9","0.1","14.5","0.1","19.1","0.1","15.0","0.1","6.8","0.1","11.6","0.1","15.8","0.1","(X)","(X)","68464","297","40394","102","20134","152","30052","114","37205","140","54107","249","71351","319","22.2","(X)","5240588","9098","39569","210","3581787","9954","1.6","0.1","3.1","0.1","11.2","0.1","13.0","0.1","17.6","0.1","14.8","0.1","7.0","0.1","12.1","0.1","19.5","0.2","52310","168","76883","401","45275","206","22981","294","34966","226","43825","285","63478","510","85882","568","(X)","(X)","4935471","10174","30512","97","2855058","9006","2.1","0.1","3.9","0.1","12.7","0.1","16.3","0.1","21.1","0.2","15.3","0.1","6.6","0.1","10.9","0.1","11.1","0.1","44668","182","57901","286","35188","134","15959","174","24407","174","32126","153","47696","423","62385","326","(X)","(X)"
"0400000US37","North Carolina","4928875","10302","28159","153","3049447","10368","2.0","0.1","4.3","0.1","16.1","0.2","19.8","0.2","21.7","0.2","13.6","0.1","5.3","0.1","7.8","0.1","9.5","0.1","(X)","(X)","53291","270","32421","119","17990","209","26113","135","31193","134","45122","239","58981","732","17.1","(X)","2559743","7206","32206","153","1721414","7702","1.7","0.1","3.4","0.1","13.9","0.2","17.9","0.2","20.8","0.2","14.3","0.2","5.9","0.1","9.3","0.2","12.9","0.2","43437","219","60460","377","37356","221","20511","241","30448","196","37751","314","56036","557","77909","1536","(X)","(X)","2369132","6806","24378","149","1328033","6359","2.3","0.1","5.5","0.2","18.9","0.3","22.3","0.2","22.9","0.3","12.7","0.2","4.6","0.1","5.8","0.1","5.0","0.1","35472","174","43998","237","28175","187","14253","309","21509","197","26320","161","38329","300","50274","342","(X)","(X)"
"0400000US38","North Dakota","428757","1826","31198","243","269482","2350","2.2","0.2","3.3","0.2","12.9","0.5","19.4","0.5","24.3","0.6","15.1","0.4","5.9","0.3","8.1","0.4","8.8","0.3","(X)","(X)","54505","686","36781","279","24534","1552","30747","411","35270","380","42840","712","58915","2012","17.4","(X)","232373","1234","39027","556","162478","1677","2.2","0.2","2.6","0.3","9.6","0.5","15.1","0.7","22.9","0.8","17.0","0.6","7.1","0.4","11.1","0.5","12.5","0.5","47940","692","63520","1005","45344","505","30861","1114","39091","836","45744","848","52718","1046","70588","3240","(X)","(X)","196384","1211","24504","367","107004","1499","2.3","0.3","4.4","0.4","17.9","0.8","26.0","0.8","26.5","0.8","12.2","0.7","4.0","0.4","3.6","0.3","3.2","0.3","34738","398","40818","640","29231","421","15309","1765","22095","508","26807","472","36912","631","51314","1071","(X)","(X)"
"0400000US39","Ohio","5989087","9770","29672","151","3629402","9052","1.9","0.1","3.5","0.1","13.8","0.2","17.7","0.1","22.1","0.1","15.8","0.1","6.7","0.1","9.2","0.1","9.3","0.1","(X)","(X)","55178","212","34831","144","19192","303","27921","192","32690","197","48930","363","63842","389","16.2","(X)","3094655","6124","35698","181","2056850","6581","1.7","0.1","2.7","0.1","10.8","0.2","14.9","0.2","21.5","0.2","16.9","0.2","7.6","0.1","11.0","0.2","12.8","0.2","48513","239","62697","298","41710","157","22761","496","34557","214","40591","196","60311","461","77141","526","(X)","(X)","2894432","6471","24126","142","1572552","6401","2.1","0.1","4.5","0.1","17.6","0.2","21.4","0.2","22.8","0.2","14.4","0.2","5.7","0.1","6.7","0.1","4.8","0.1","37284","146","45343","188","28718","171","14813","294","21790","157","27244","149","40083","294","55261","370","(X)","(X)"
"0400000US40","Oklahoma","1927076","4588","27491","156","1249165","4548","2.5","0.1","5.1","0.1","17.8","0.2","19.4","0.2","21.5","0.2","13.5","0.2","5.3","0.1","7.4","0.1","7.7","0.1","(X)","(X)","50015","286","32342","109","20041","265","26773","172","31604","189","43129","354","53869","717","18.2","(X)","1030610","3060","33259","200","722843","3465","2.2","0.1","3.9","0.2","14.2","0.3","17.2","0.3","20.4","0.3","15.3","0.3","6.4","0.2","9.5","0.2","11.0","0.2","43089","246","57803","410","39131","214","24153","426","32774","429","39655","450","54404","602","70818","1443","(X)","(X)","896466","3354","22353","132","526322","3127","2.9","0.2","6.7","0.2","22.6","0.4","22.5","0.3","22.9","0.3","10.9","0.2","3.7","0.2","4.5","0.2","3.2","0.1","32569","209","39318","280","26392","142","14767","353","20809","197","25497","225","36537","293","45608","519","(X)","(X)"
"0400000US41","Oregon","2024638","4999","27230","147","1109703","6788","2.2","0.1","3.7","0.1","13.9","0.2","17.3","0.3","20.9","0.3","14.9","0.2","6.5","0.1","10.0","0.2","10.6","0.2","(X)","(X)","56624","387","32352","172","19471","379","26351","210","30643","255","43859","584","58503","957","14.5","(X)","1058926","3042","32599","317","646065","4515","2.0","0.1","2.9","0.2","12.1","0.3","15.1","0.4","19.6","0.3","15.8","0.3","7.1","0.2","11.5","0.3","13.8","0.3","48317","421","63258","541","38619","393","22907","641","31026","335","37099","478","54156","753","72086","1325","(X)","(X)","965712","3777","22655","277","463638","4257","2.5","0.2","4.7","0.2","16.5","0.4","20.4","0.4","22.8","0.5","13.5","0.4","5.7","0.2","8.0","0.3","6.0","0.2","38137","349","47381","368","26855","175","14677","445","21590","312","25498","280","35340","569","49172","1131","(X)","(X)"
"0400000US42","Pennsylvania","6711010","11980","31459","82","4108268","10437","1.8","0.1","3.1","0.1","12.3","0.1","17.1","0.1","21.8","0.1","16.0","0.1","6.8","0.1","9.8","0.1","11.3","0.1","(X)","(X)","59166","208","36898","118","21116","204","29408","178","35002","161","49972","213","66671","357","18.2","(X)","3482817","7964","38139","204","2333728","8398","1.6","0.1","2.5","0.1","9.5","0.1","14.3","0.2","21.1","0.2","17.1","0.2","7.3","0.1","11.3","0.1","15.1","0.2","50541","166","67340","319","43774","207","26019","277","36002","198","42456","220","60208","332","83106","1003","(X)","(X)","3228193","7212","25633","101","1774540","6634","1.9","0.1","3.9","0.1","16.1","0.2","20.8","0.2","22.7","0.2","14.5","0.2","6.1","0.1","7.8","0.1","6.2","0.1","39218","155","48417","210","30486","110","15097","296","22548","160","29420","261","41294","199","56589","340","(X)","(X)"
"0400000US44","Rhode Island","576602","2749","32301","331","337723","3223","1.6","0.2","2.8","0.2","10.6","0.4","15.7","0.5","21.7","0.5","15.6","0.4","7.6","0.3","11.7","0.4","12.7","0.4","(X)","(X)","61739","739","39708","473","22269","840","30757","507","36686","482","52493","884","69609","1586","19.7","(X)","293268","1803","38201","653","190695","2253","1.5","0.2","2.4","0.3","9.0","0.5","13.4","0.6","20.3","0.7","16.3","0.5","8.0","0.4","12.8","0.5","16.4","0.5","52258","575","68922","1102","45223","634","27021","868","37016","955","43579","846","62230","1200","80168","1924","(X)","(X)","283334","1897","27431","496","147028","2175","1.8","0.3","3.3","0.3","12.6","0.6","18.8","0.7","23.6","0.8","14.6","0.7","7.1","0.5","10.4","0.6","7.8","0.5","42581","594","52423","795","33779","526","17361","906","25217","625","31677","536","44723","1195","62016","1366","(X)","(X)"
"0400000US45","South Carolina","2332032","6789","26972","129","1442981","6008","2.1","0.1","4.6","0.1","17.4","0.2","19.8","0.3","22.0","0.3","14.0","0.2","5.2","0.1","7.3","0.2","7.6","0.2","(X)","(X)","49703","271","31789","145","18256","370","25698","233","31241","155","43661","484","54167","608","19.2","(X)","1204857","4392","31966","194","804541","5138","1.8","0.1","3.5","0.2","14.4","0.3","17.2","0.3","21.7","0.3","15.2","0.3","6.1","0.2","9.4","0.3","10.7","0.3","42911","338","56986","438","37646","369","21122","356","31031","314","38962","415","54584","813","67455","1536","(X)","(X)","1127175","5293","22711","206","638440","4084","2.6","0.2","5.9","0.2","21.2","0.4","23.0","0.4","22.4","0.4","12.6","0.3","4.0","0.2","4.7","0.2","3.6","0.2","33605","268","40526","300","26838","161","14612","521","20829","256","25956","250","36226","424","48491","779","(X)","(X)"
"0400000US46","South Dakota","481455","1890","27734","367","305703","2338","2.6","0.2","3.8","0.2","16.4","0.4","22.4","0.5","25.3","0.5","12.7","0.4","4.5","0.2","5.9","0.3","6.4","0.3","(X)","(X)","48106","537","32396","239","21077","913","27304","348","31525","312","40007","588","51044","1379","14.9","(X)","254365","1207","33136","456","175673","1647","2.4","0.2","3.1","0.3","12.5","0.5","18.8","0.5","25.6","0.6","15.1","0.5","5.6","0.3","7.5","0.4","9.4","0.4","41622","291","55506","847","38431","421","25945","826","32848","686","38575","652","48830","1340","61463","2093","(X)","(X)","227090","1500","23365","328","130030","1566","2.9","0.3","4.7","0.4","21.5","0.7","27.1","0.7","24.9","0.7","9.6","0.5","3.1","0.3","3.7","0.3","2.5","0.3","32314","233","38107","502","26957","283","14462","1853","21774","437","26193","404","34770","692","44243","1458","(X)","(X)"
"0400000US47","Tennessee","3221000","7275","27334","106","2011736","7333","2.1","0.1","4.5","0.1","17.0","0.2","19.8","0.2","22.0","0.2","13.6","0.2","5.2","0.1","7.3","0.1","8.4","0.1","(X)","(X)","51910","292","32047","114","18643","342","25823","145","31642","182","44295","350","56135","671","17.5","(X)","1675806","4809","32151","157","1129302","5082","1.8","0.1","3.6","0.1","14.3","0.3","17.6","0.3","20.9","0.3","14.9","0.2","6.1","0.2","9.1","0.2","11.8","0.2","42947","272","59630","438","37213","220","21184","308","31056","168","38049","551","54609","629","74614","1296","(X)","(X)","1545194","4732","23376","183","882434","5379","2.6","0.1","5.7","0.2","20.4","0.3","22.5","0.3","23.4","0.3","12.1","0.2","4.1","0.2","5.1","0.2","4.1","0.1","34376","190","42031","275","27141","138","14672","396","20836","176","26771","192","37868","478","48628","518","(X)","(X)"
"0400000US48","Texas","13237196","18958","29817","110","8670341","17749","2.3","0.1","5.2","0.1","16.5","0.1","16.7","0.1","19.2","0.1","14.0","0.1","5.7","0.1","8.8","0.1","11.6","0.1","(X)","(X)","56732","170","34913","111","19420","114","27072","96","34540","139","51770","137","66571","332","18.9","(X)","7175541","10860","34774","137","5068193","9788","2.0","0.1","4.1","0.1","14.4","0.2","15.4","0.1","18.0","0.1","14.0","0.2","6.2","0.1","10.2","0.1","15.6","0.1","45995","198","64611","245","41081","119","23356","214","32436","152","42093","188","64361","453","84994","791","(X)","(X)","6061655","12471","24235","104","3602148","12879","2.8","0.1","6.8","0.1","19.6","0.2","18.4","0.2","20.8","0.2","13.9","0.1","5.0","0.1","6.7","0.1","6.0","0.1","36529","145","45646","155","28744","148","14014","113","21609","134","28322","217","44967","212","54882","324","(X)","(X)"
"0400000US49","Utah","1460464","4088","27248","155","849253","4035","2.0","0.1","3.9","0.2","13.9","0.3","17.0","0.3","20.9","0.3","15.7","0.2","6.7","0.2","9.5","0.2","10.3","0.2","(X)","(X)","56217","420","35208","242","21669","416","29114","633","31990","257","44412","500","64877","934","15.9","(X)","806000","2621","36589","333","539972","2934","1.6","0.1","3.1","0.2","10.8","0.3","14.0","0.4","19.8","0.4","17.2","0.3","7.8","0.3","11.7","0.3","14.1","0.3","50457","269","64432","581","45077","410","26202","469","36560","693","42134","399","57609","1118","79326","1824","(X)","(X)","654464","2850","19798","297","309281","3429","2.8","0.2","5.3","0.3","19.4","0.6","22.4","0.6","23.0","0.5","13.2","0.4","4.7","0.2","5.5","0.3","3.7","0.2","35040","300","41875","407","25116","288","16173","413","21589","411","22810","519","32031","578","50541","738","(X)","(X)"
"0400000US50","Vermont","372209","1486","29854","388","212040","1913","2.1","0.2","2.8","0.3","11.8","0.4","18.6","0.4","24.4","0.5","16.9","0.5","6.4","0.3","8.5","0.3","8.5","0.3","(X)","(X)","54285","772","35155","297","22157","742","29129","583","33239","502","41481","597","54834","902","14.7","(X)","190563","1199","33897","446","118674","1465","2.0","0.2","2.4","0.3","9.7","0.5","16.5","0.7","24.1","0.8","17.4","0.6","7.1","0.4","9.5","0.4","11.3","0.5","46599","502","60189","1184","40397","374","25126","1447","33620","741","39976","878","50719","859","64926","1485","(X)","(X)","181646","1044","25566","299","93366","1160","2.3","0.3","3.2","0.4","14.4","0.6","21.4","0.7","24.8","0.7","16.3","0.7","5.5","0.5","7.3","0.5","4.8","0.4","39335","522","46782","626","30637","355","18261","1329","23574","627","28911","982","35703","816","48953","1666","(X)","(X)"
"0400000US51","Virginia","4490195","8535","34987","153","2941499","7965","1.6","0.1","3.1","0.1","11.9","0.2","15.0","0.2","19.2","0.2","14.1","0.1","6.4","0.1","11.1","0.1","17.7","0.2","(X)","(X)","66486","298","41263","141","21618","273","29421","268","36525","216","55637","436","79473","739","17.3","(X)","2347581","4705","41629","180","1674981","5452","1.4","0.1","2.3","0.1","9.9","0.2","13.2","0.2","17.6","0.2","14.2","0.2","6.6","0.1","12.1","0.2","22.6","0.3","54454","271","75213","421","49077","301","25794","354","34492","325","44434","365","71527","555","102329","676","(X)","(X)","2142614","6127","28890","214","1266518","5513","1.9","0.1","4.1","0.1","14.5","0.2","17.3","0.2","21.2","0.3","14.1","0.2","6.1","0.1","9.8","0.2","11.2","0.2","42835","210","54944","301","34057","199","16863","264","23704","270","30439","239","45215","378","61011","506","(X)","(X)"
"0400000US53","Washington","3666371","7075","33492","172","2184890","5944","1.6","0.1","2.6","0.1","11.2","0.2","14.6","0.2","19.8","0.2","15.7","0.2","7.4","0.1","12.1","0.2","15.1","0.2","(X)","(X)","64215","287","39723","229","21298","298","31003","191","36401","216","53536","412","68710","758","14.6","(X)","1965598","4244","41039","224","1298913","5347","1.3","0.1","2.0","0.1","9.4","0.2","12.4","0.2","17.9","0.3","15.8","0.2","8.0","0.2","13.7","0.2","19.5","0.2","55168","343","72005","395","47880","327","24974","525","36764","357","44700","413","67221","537","85678","1157","(X)","(X)","1700773","5336","26815","148","885977","4527","2.0","0.1","3.3","0.1","14.0","0.2","17.8","0.3","22.5","0.3","15.6","0.3","6.6","0.2","9.6","0.2","8.7","0.2","42551","226","52794","337","31870","164","16593","288","24316","307","29884","328","42140","419","56421","696","(X)","(X)"
"0400000US54","West Virginia","856469","3933","27022","218","536710","4032","2.5","0.1","4.9","0.2","17.8","0.4","19.0","0.4","20.3","0.4","14.4","0.3","5.7","0.2","8.3","0.3","7.2","0.3","(X)","(X)","49248","528","31582","234","19675","671","26843","262","30125","328","42190","592","54114","756","16.9","(X)","453851","2433","34030","442","308710","3170","2.1","0.2","3.4","0.2","12.8","0.4","16.9","0.5","19.9","0.5","16.4","0.4","7.1","0.4","11.4","0.5","10.1","0.4","45286","595","57024","834","39323","536","25285","1034","34690","585","40035","837","51546","1072","66670","2116","(X)","(X)","402618","2665","21583","204","228000","2439","3.0","0.3","7.0","0.4","24.7","0.7","21.8","0.6","20.8","0.6","11.7","0.4","3.7","0.3","4.0","0.3","3.3","0.2","31535","339","38720","501","25063","260","13606","811","20146","267","24595","471","36625","741","49048","930","(X)","(X)"
"0400000US55","Wisconsin","3200762","5608","30477","113","1906709","5733","2.0","0.1","3.1","0.1","12.7","0.2","17.9","0.2","23.6","0.2","16.7","0.2","6.8","0.1","8.7","0.1","8.4","0.1","(X)","(X)","54409","230","35729","152","21068","302","29470","226","33785","198","47495","313","61543","376","15.5","(X)","1659381","3376","36343","199","1091718","4474","1.9","0.1","2.6","0.1","10.0","0.2","14.8","0.2","23.0","0.3","18.2","0.2","7.7","0.1","10.5","0.2","11.4","0.2","48190","237","61368","312","42214","166","25018","480","35217","267","41807","229","58122","669","72430","876","(X)","(X)","1541381","3539","25134","120","814991","3376","2.2","0.1","3.8","0.1","16.3","0.3","22.2","0.2","24.5","0.3","14.8","0.3","5.5","0.2","6.3","0.2","4.3","0.2","37677","211","45088","259","30050","144","15614","407","23294","207","27794","243","40051","319","54566","490","(X)","(X)"
"0400000US56","Wyoming","334265","1685","31087","352","207369","2254","2.5","0.3","3.5","0.3","13.0","0.7","16.4","0.7","19.7","0.6","16.8","0.6","7.8","0.4","11.7","0.5","8.7","0.3","(X)","(X)","54266","611","37006","497","23347","2033","31870","639","34571","833","46095","1153","59420","1370","17.1","(X)","181725","1164","41018","549","123795","1582","1.9","0.2","2.1","0.3","9.9","0.8","12.3","0.8","18.2","0.7","17.8","0.8","9.3","0.6","16.0","0.8","12.5","0.5","53571","619","62539","785","48196","1053","31675","2018","43740","1249","46866","1377","54710","1769","66667","1786","(X)","(X)","152540","1309","23461","490","83574","1533","3.5","0.5","5.5","0.6","17.5","1.1","22.4","1.0","22.0","0.8","15.2","0.9","5.6","0.5","5.3","0.5","3.0","0.4","35687","676","42010","788","27160","398","13404","1324","22029","735","25957","536","38312","1555","54635","1472","(X)","(X)"
"0400000US72","Puerto Rico","1194553","4720","16871","79","746646","4710","4.1","0.2","14.1","0.3","36.6","0.5","19.3","0.3","12.2","0.3","5.6","0.2","2.2","0.1","3.0","0.1","2.8","0.1","(X)","(X)","31891","253","18262","149","10891","180","14902","157","17373","143","26135","234","36955","559","14.0","(X)","637611","3812","16742","97","409474","3560","4.8","0.3","14.6","0.4","35.1","0.6","17.6","0.5","12.1","0.4","6.1","0.3","2.5","0.2","3.5","0.2","3.7","0.2","22900","271","33690","385","17936","211","11493","228","15509","148","19169","317","30771","440","45994","1547","(X)","(X)","556942","3351","17044","118","337172","2991","3.3","0.2","13.5","0.4","38.6","0.6","21.5","0.5","12.2","0.4","4.9","0.3","1.9","0.2","2.3","0.2","1.8","0.2","23325","194","29706","281","18595","188","9596","294","13564","263","16265","168","24189","307","33458","676","(X)","(X)"
