"","GeoFips","GeoName","year","MEDINC","MEDVAL","MOE","UMEDVAL","LMEDVAL","PERINC","POP","RPPALL","RPPGOODS","RPPRENT","RPPSOTH","IPD","IR","PMT","QINC","HAI","ADJALL","AINCALL","HAIRW","ADJRNT","AINCRNT","HAIRNT","ADJIPD","HAIIPD","PMTRAW","QINCRAW","HAIRAW","HHSIZE","DEBTMV","DEBTED","DEBTIL","DEBTCC","DEBTOC","DEBTS","AQINC30","AINCDBT","HAIDBT","PMT3DP","AQINC60","HAILEN"
"11",11180,"Ames, IA (Metropolitan Statistical Area)",2019,44952,170600,3777,174377,166823,5544823,123351,91.8,93.9,89.3,91.1,99.9,0.035,612.856189921482,29417.0971162311,152.80909541274,3686.06400000001,48638.064,165.339441236585,4809.864,49761.864,169.159668621903,74006.815104,251.577559850955,758.409535027834,36403.657681336,123.482097303224,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,24514.2475968593,-16739.9323399209,-0.682865434632618,743.088130279797,12257.1237984296,396.814658967803
"12",11260,"Anchorage, AK (Metropolitan Statistical Area)",2019,64350,294800,2760,297560,292040,25503163,396317,106.6,101.5,127.8,101,116,0.035,1059.02699172833,50833.2956029598,126.590257894381,-4247.09999999999,60102.9,118.235300873352,-17889.3,46460.7,91.3981661997433,88754.094,174.598347298246,1310.54590226381,62906.2033086628,102.29515789445,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,42361.0796691332,-14308.678339921,-0.337778886933024,1284.0702274706,21180.5398345666,283.764722096045
"13",11460,"Ann Arbor, MI (Metropolitan Statistical Area)",2019,60843,263600,3237,266837,260363,22365853,367601,100.6,97.7,115.4,95.7,109.5,0.035,946.945437651247,45453.3810072599,133.858029153611,-365.057999999997,60477.942,133.05488097869,-9369.82200000001,51473.178,113.243892663955,89474.803155,196.849609802864,1171.84497909342,56248.5589964841,108.168104366555,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,37877.8175060499,-9108.67933992096,-0.240475295031613,1148.17134315214,18938.9087530249,319.331714348856
"14",11500,"Anniston-Oxford, AL (Metropolitan Statistical Area)",2019,38394,118000,2973,120973,115027,4361788,113605,82.4,96.8,51,90.5,89.7,0.035,423.898185291529,20347.1128939934,188.695075316234,6757.344,45151.344,221.905408571891,18813.06,57207.06,281.155662221188,71565.110604,351.721204756899,524.574004298268,25179.5522063168,152.480868942411,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,16955.9274116612,-11038.096339921,-0.650987473108058,513.976549665979,8477.96370583059,532.572980572538
"15",11540,"Appleton, WI (Metropolitan Statistical Area)",2019,52686,171300,1795,173095,169505,12537901,237974,88.9,95.4,73.1,91.4,96.8,0.035,615.370840173212,29537.8003283142,178.368055218711,5848.146,58534.146,198.166909347988,14172.534,66858.534,226.349062072544,93049.587576,315.018676210649,761.521414714349,36553.0279062888,144.135802196938,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,24614.8336069285,5304.77866007906,0.215511457229022,746.137143710019,12307.4168034642,475.600582435171
"16",11700,"Asheville, NC (Metropolitan Statistical Area)",2019,47432,220600,2776,223376,217824,21945716,462680,93.5,95.3,88,95.1,101.8,0.035,792.474065045012,38038.7551221606,124.693880879312,3083.07999999999,50515.08,132.798983136467,5691.84,53123.84,139.657146584829,79792.24484,209.765657639818,980.686655493202,47072.9594636737,100.762732023686,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,31698.9626018005,-12439.448339921,-0.392424461840729,960.874803867077,15849.4813009002,318.717559527521
"17",12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",2019,41495,178700,5067,183767,173633,8869497,213750,91,96.4,76.8,95.1,99.1,0.035,641.954285691494,30813.8057131917,134.663664677536,3734.55,45229.55,146.783394498514,9626.84,51121.84,165.905634882725,73072.985465,237.143656142794,794.418428543224,38132.0845700747,108.819122971746,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,25678.1714276598,-17084.213339921,-0.665320480005767,778.369571400937,12839.0857138299,352.280146796435
"18",12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",2019,54557,217000,954,217954,216046,328450133,6020364,97.9,98.2,97.2,98.1,106.6,0.035,779.541578036118,37417.9957457336,145.804175003736,1145.69699999999,55702.697,148.866062678815,1527.596,56084.596,149.886691903841,89475.716837,239.124824977302,964.682702819695,46304.7697353454,117.821555558575,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,31181.6631214447,-6884.88383992095,-0.220799122006612,945.194163368792,15590.8315607224,357.278550429155
"19",12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",2019,50631,217900,3084,220984,214816,13349834,263670,98.6,100.5,93.1,100.3,107.4,0.035,782.774699788341,37573.1855898404,134.753013898535,708.834000000003,51339.834,136.639556093115,3493.539,54124.539,144.050971857534,85699.245744,228.086185396994,968.683690988072,46496.8171674275,108.891324362453,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,31310.9879915336,-11026.3723399209,-0.352156640438891,949.114323493363,15655.4939957668,327.934934623475
"20",12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",2019,39781,169300,4213,173513,165087,6545660,164542,85.1,92.7,68.1,90.1,92.7,0.035,608.186125168271,29192.934008077,136.269276630412,5927.369,45708.369,156.573398848343,12690.139,52471.139,179.739175875513,69826.5748845,239.189986402808,752.630329895735,36126.2558349953,110.11658717609,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,24327.4450067308,-15495.5048399209,-0.636955703142427,737.425676766528,12163.7225033654,375.776157236024
"21",12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",2019,43638,146100,2279,148379,143821,26574937,608980,89.3,96.2,70.4,95.1,97.2,0.035,524.843431110953,25192.4846933257,173.218324953715,4669.266,48307.266,191.752685723763,12916.848,56554.848,224.490949140015,78448.643532,311.397007825844,649.493745999804,31175.6998079906,139.974404003002,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,20993.7372444381,-10112.3473399209,-0.481684000432082,636.37266022203,10496.8686222191,460.206445737031
"22",12420,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",2019,61977,281500,1613,283113,279887,138028065,2227083,99.3,96.5,120.9,91.3,108.2,0.035,1011.24863694547,48539.9345733826,127.682495958669,433.839,62410.839,128.57627343038,-12953.193,49023.807,100.996854303308,86808.023073,178.838360282014,1251.42018822002,60068.169034561,103.177774512056,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,40449.9454778188,-10591.6018399209,-0.261844650587452,1226.13897229638,20224.9727389094,308.583056232912
"23",12540,"Bakersfield, CA (Metropolitan Statistical Area)",2019,41843,213900,2364,216264,211536,37666752,900202,97,98.2,88.4,102.2,105.7,0.035,768.405269778459,36883.452949366,113.446536736792,1255.29,43098.29,116.849932838896,4853.788,46696.788,126.60633499826,72135.951181,195.578085598517,950.901521350843,45643.2730248404,91.6739690802361,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,30736.2107911384,-22574.8953399209,-0.734472296969982,931.691389606381,15368.1053955692,280.43983881335
"24",12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",2019,63988,298500,1190,299690,297310,179169101,2800053,105.8,101.7,113.7,103.8,115.2,0.035,1072.31871448747,51471.2982953986,124.317827836335,-3711.304,60276.696,117.107393821827,-8766.356,55221.644,107.286285422757,98334.710784,191.047659648389,1326.99440917824,63695.7316405558,100.458850776836,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,42892.7485794988,-5460.83633992095,-0.127313742317065,1300.18644131606,21446.3742897494,281.057745172386
"25",12620,"Bangor, ME (Metropolitan Statistical Area)",2019,43136,144700,2594,147294,142106,6563124,152148,97.3,99.1,86.6,103.8,105.9,0.035,519.814130607494,24951.0782691597,172.882308069697,1164.672,44300.672,177.550130387579,5780.224,48916.224,196.048537351037,75259.48704,301.628195094971,643.269986626774,30876.9593580851,139.702875207836,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,20792.5652242998,-19754.2683399209,-0.950064031389192,630.274633361587,10396.2826121499,426.12031293019
"26",12700,"Barnstable Town, MA (Metropolitan Statistical Area)",2019,77435,393500,3335,396835,390165,16492955,212990,106.3,99.1,123.3,103.8,115.7,0.035,1413.59267722218,67852.4485066645,114.122631834567,-4878.405,72556.595,106.932906028989,-18042.355,59392.645,87.5320586171131,110691.2804725,163.13527795777,1749.32093806244,83967.4050269973,92.2203085531856,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,56543.7070888871,4850.11416007906,0.0857763738846243,1713.98112113189,28271.8535444435,256.638974469575
"27",12940,"Baton Rouge, LA (Metropolitan Statistical Area)",2019,49439,181700,2162,183862,179538,42264278,854884,90.5,95.6,81.3,91.2,98.5,0.035,652.731358198906,31331.1051935475,157.795263507595,4696.705,54135.705,172.785813540816,9245.093,58684.093,187.302977783515,84465.6663175,269.590446285615,807.755055771146,38772.242677015,127.511324046541,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,26109.2543279562,-5068.88283992095,-0.194141233458877,791.436771816173,13054.6271639781,414.685952497959
"28",12980,"Battle Creek, MI (Metropolitan Statistical Area)",2019,40257,110000,2124,112124,107876,5400823,134159,87,95.4,68.8,91.4,94.7,0.035,395.159325271765,18967.6476130447,212.240341139161,5233.41,45490.41,239.831585487252,12560.184,52817.184,278.459327574579,71557.582383,377.26123894134,489.009665023809,23472.4639211428,171.50734637508,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,15806.3730108706,-15258.439339921,-0.965334636189289,479.130681892015,7903.18650543529,575.595805169405
"29",13020,"Bay City, MI (Metropolitan Statistical Area)",2019,43657,102000,2781,104781,99219,4502212,103126,85.9,95.4,63.5,91.4,93.5,0.035,366.420465252,17588.182332096,248.217804294262,6155.637,49812.637,283.216514699753,15934.805,59591.805,338.817302861668,79005.7454725,449.197898797794,453.44532574935,21765.3756359688,200.580043874151,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,14656.81861008,-6322.70483992095,-0.431383167665908,444.28481411805,7328.40930504,679.719635279407
"30",13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",2019,45219,114500,2073,116573,112427,17751250,392563,87.3,96.5,67.5,91.3,95.1,0.035,411.324934032882,19743.5968335784,229.031216455429,5742.813,50961.813,258.118180945268,14696.175,59915.175,303.466361803443,81211.6735065,411.331705114549,509.014605865692,24432.7010815532,185.075730469033,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,16452.9973613153,-5424.74683992095,-0.329711767454345,498.73148251487,8226.49868065765,619.483634268644
"31",13220,"Beckley, WV (Metropolitan Statistical Area)",2019,41128,101800,4150,105950,97650,4761221,115767,77.8,92.4,44,95,84.7,0.035,365.701993751506,17553.6957000723,234.298239542974,9130.416,50258.416,286.312448721514,23031.68,64159.68,365.505253687039,75627.688136,430.836271906483,452.556217267488,21722.6984288394,189.331910741797,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,14628.0797500602,-1531.94033992094,-0.104726004102803,443.413667423701,7314.03987503012,687.149876931633
"32",13380,"Bellingham, WA (Metropolitan Statistical Area)",2019,50915,345700,5347,351047,340353,11672154,229247,101.6,98.2,107.1,102.2,110.6,0.035,1241.87798860408,59610.143452996,85.4133156719338,-814.639999999999,50100.36,84.0467026211828,-3614.965,47300.035,79.3489702592265,80019.33779,134.237787656219,1536.82401089755,73767.5525230825,69.0208611490374,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,49675.1195441633,-18470.613339921,-0.371828261500202,1505.77706118245,24837.5597720816,201.712086290839
"33",13460,"Bend, OR (Metropolitan Statistical Area)",2019,56447,364600,6118,370718,358482,11159204,197692,102.5,102.8,109,97.7,111.6,0.035,1309.77354540078,62869.1301792373,89.7849228056313,-1411.175,55035.825,87.5402997354905,-5080.23,51366.77,81.7042797531244,88035.30567,140.029463456891,1620.84476243346,77800.5485968061,72.5534729742475,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,52390.9418160311,-11936.145839921,-0.227828426559582,1588.10042379844,26195.4709080155,210.096719365177
"34",13740,"Billings, MT (Metropolitan Statistical Area)",2019,53960,227900,2196,230096,225704,9802775,181667,94.4,93.6,89.9,98.4,102.8,0.035,818.698274813047,39297.5171910263,137.311473744509,3021.75999999999,56981.76,145.000916274202,5449.96,59409.96,151.179932592705,90362.06352,229.94344167024,1013.13911508115,48630.677523895,110.95876666223,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,32747.9309925219,-2919.98833992095,-0.0891655824176416,992.671658210819,16373.9654962609,348.002199058084
"35",13780,"Binghamton, NY (Metropolitan Statistical Area)",2019,46484,117600,1519,119119,116081,11095201,238691,95,98.9,83.6,97.9,103.4,0.035,422.461242290541,20278.139629946,229.232073791198,2324.2,48808.2,240.693677480758,7623.376,54107.376,266.826133892955,81180.866184,400.336853702867,522.795787334545,25094.1977920581,185.238039427231,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,16898.4496916216,-12309.3523399209,-0.728430865822205,512.234256277281,8449.22484581082,577.66482595382
"36",13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",2019,53374,165200,1218,166418,163982,58200404,1090435,88.3,96.7,69.4,90.5,96.1,0.035,593.457459408141,28485.9580515908,187.36950992954,6244.758,59618.758,209.291742591296,16332.444,69706.444,244.704579967979,95634.705903,335.725783664346,734.403606017575,35251.3730888436,151.409704993568,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,23738.2983763256,8694.99466007904,0.366285507168054,719.567169532371,11869.1491881628,502.300182219111
"37",13900,"Bismarck, ND (Metropolitan Statistical Area)",2019,58254,249000,3897,252897,245103,7511736,128949,91.9,94.7,85.7,92.2,100.1,0.035,894.497018115176,42935.8568695285,135.676807794985,4718.574,62972.574,146.666629226379,8330.322,66584.322,155.078591309668,98168.679609,228.64031782878,1106.94005991753,53133.1228760415,109.637824480796,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,35779.8807246071,7249.78066007905,0.202621711231506,1084.57763446465,17889.9403623035,351.999910143309
"38",13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *",2019,39517,182600,5323,187923,177277,6620300,167531,90.2,92.5,80.1,95,98.2,0.035,655.964479951129,31486.2950376542,125.505398309779,3872.666,43389.666,137.804927344137,7863.883,47380.883,150.480972573425,67832.353112,215.434534393074,811.756043939523,38964.2901090971,101.41850368467,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,26238.5791980452,-21745.1123399209,-0.828745801203329,795.356931940744,13119.2895990226,330.731825625929
"39",14010,"Bloomington, IL (Metropolitan Statistical Area)",2019,49602,167000,1910,168910,165090,8507653,171517,91.6,95.4,84.9,91.4,99.7,0.035,599.923702912588,28796.3377398042,172.251070424962,4166.56800000001,53768.568,186.720160340658,7489.90199999999,57091.902,198.260982059131,83724.257442,290.746199042772,742.405582354328,35635.4679530077,139.192784181787,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,23996.9481165035,-6844.64233992095,-0.285229701155775,727.407489781513,11998.4740582518,448.12838481758
"40",14020,"Bloomington, IN (Metropolitan Statistical Area)",2019,43411,166400,3298,169698,163102,7346430,169230,91.5,95.3,86.4,91.3,99.7,0.035,597.768288411106,28692.8778437331,151.295384995624,3689.935,47100.935,164.155492720252,5903.89599999999,49314.896,171.871557355029,72646.7674095,253.187455804009,739.738256908743,35507.4363316197,122.258896966161,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,23910.7315364442,-17955.464839921,-0.750937494846346,724.794049698466,11955.3657682221,393.973182528604
"41",14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",2019,47097,158300,2621,160921,155679,3918174,83194,92.5,98.9,72.7,97.9,100.7,0.035,568.670192641094,27296.1692467725,172.540694535621,3532.275,50629.275,185.481246625793,12857.481,59954.481,219.644304143846,85866.0023295,314.57162194894,703.729363393354,33779.009442881,139.426823867169,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,22746.8077056438,-5551.70983992095,-0.244065449172611,689.512608577327,11373.4038528219,445.154991901903
"42",14260,"Boise City, ID (Metropolitan Statistical Area)",2019,47881,239900,2592,242492,237308,35872855,749202,93.6,93.2,87.2,99,102,0.035,861.806564842694,41366.7151124493,115.747648489474,3064.38400000001,50945.384,123.1554979928,6128.768,54009.768,130.563347496127,81072.1092,195.983918422378,1066.48562399283,51191.309951656,93.5334533248275,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,34472.2625937078,-11338.3683399209,-0.328912797908152,1044.94045987177,17236.1312968539,295.573195182721
"43",14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",2019,81498,437500,1325,438825,436175,397139161,4873019,115.5,103.7,143.6,111.3,125.8,0.035,1571.65640733088,75439.5075518824,108.03092788477,-12632.19,68865.81,91.286134062631,-35533.128,45964.872,60.9294433270105,101140.403466,134.068218030774,1944.92480407197,93356.3905954544,87.2977195028448,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,62866.2562932353,-10423.0513399209,-0.165797232959178,1905.63339388869,31433.1281466177,219.086721750314
"44",14500,"Boulder, CO (Metropolitan Statistical Area) *",2019,76527,497300,6119,503419,491181,24962717,326196,106.7,96.4,152,96.6,116.1,0.035,1786.47938597862,85751.0105269739,89.2432631752224,-5127.30899999999,71399.691,83.2639645424825,-39794.04,36732.96,42.8367663241067,84094.4871855,98.068217119199,2210.76824014855,106116.87552713,72.1157682224019,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,71459.1754391449,-18388.022839921,-0.257322068536605,2166.10625549908,35729.5877195725,199.833514901958
"45",14540,"Bowling Green, KY (Metropolitan Statistical Area)",2019,37114,151000,3932,154932,147068,6652350,179240,84.7,92.5,62.9,90.3,92.2,0.035,542.445982873059,26037.4071779068,142.541074640842,5678.442,42792.442,164.34985906089,13769.294,50883.294,195.423813332594,66641.71283,255.946040919722,671.27690380541,32221.2913826597,115.184706780478,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,21697.8393149224,-18541.3133399209,-0.854523488298185,657.715754233584,10848.9196574612,394.439661746137
"46",14740,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",2019,58874,329900,4477,334377,325423,15982626,271473,108.7,106.6,119.9,104.6,118.4,0.035,1185.11874006505,56885.6995231223,103.495255386759,-5122.038,53751.962,94.4911681681114,-11715.926,47158.074,82.8996995647943,87656.32112,154.092015840238,1466.5844408305,70396.0531598638,83.6325296054622,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,47404.7496026019,-16786.773339921,-0.354115852960852,1436.95647232887,23702.3748013009,226.778803603467
"47",14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",2019,121397,428500,3954,432454,424546,114517862,943332,112.4,105.3,134.4,109,122.4,0.035,1539.32518980865,73887.609110815,164.299537447384,-15053.228,106343.772,143.926394803908,-41760.568,79636.432,107.780496565484,162557.381232,220.006281416144,1904.9149223882,91435.9162746336,132.767302987785,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,61573.0075923459,41987.4896600791,0.681913898669106,1866.43179264298,30786.5037961729,345.423347529379
"48",15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",2019,29928,85800,1364,87164,84436,12664258,423163,82.2,96.5,56.9,91.3,89.5,0.035,308.224273711976,14794.7651381749,202.287766791085,5327.184,35255.184,238.294989279899,12898.968,42826.968,289.473794278043,54106.8312,365.716053581603,381.427538718571,18308.5218584914,163.464862053402,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,12328.9709484791,-30366.2683399209,-2.46300104581454,373.721931875771,6164.48547423953,571.907974271757
"49",15260,"Brunswick, GA (Metropolitan Statistical Area)",2019,42885,155300,5746,161046,149554,5093781,118779,87.8,92.5,71.6,95,95.6,0.035,557.893120133682,26778.8697664167,160.144921626909,5231.97,48116.97,179.682602065391,12179.34,55064.34,205.626079368951,75641.4207,282.466815663974,690.392736165432,33138.8513359407,129.41003767831,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,22315.7248053473,-11698.0033399209,-0.524204498933321,676.44540816209,11157.8624026736,431.238244956939
"50",15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",2019,52331,148500,941,149441,147559,59028041,1127983,94.5,98.9,79.9,97.9,102.9,0.035,533.465089116882,25606.3242776104,204.367481379423,2878.205,55209.205,215.607692855291,10518.531,62849.531,245.445345136687,93077.3033715,363.493418119698,660.163047782142,31687.8262935428,165.145439498524,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,21338.6035646753,-366.69483992095,-0.0171845753078234,646.82642055422,10669.3017823376,517.458462852699
"51",15500,"Burlington, NC (Metropolitan Statistical Area)",2019,41193,154800,2576,157376,152224,6982583,169509,89.5,96.6,70.2,95.1,97.5,0.035,556.096941382447,26692.6531863575,154.323362733584,4325.265,45518.265,170.52731582061,12275.514,53468.514,200.311724828192,74321.9553375,278.435998170035,688.169964960778,33032.1583181174,124.705747663502,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,22243.8776552979,-14593.1818399209,-0.656053861923901,674.267541426217,11121.9388276489,409.265557969465
"52",15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",2019,58662,275600,3275,278875,272325,12929749,220411,106.2,99.1,122.8,103.8,115.6,0.035,990.053727680894,47522.5789286829,123.440270545995,-3637.044,55024.956,115.786973772143,-13374.936,45287.064,95.2958888615078,84156.270552,177.086918364202,1225.19148800511,58809.1914242451,99.7497135725208,2.53,7905.13833992095,24449.92,24310.77,8855,25300,90820.8283399209,39602.1491072358,-18021.2863399209,-0.455058292193245,1200.44014481308,19801.0745536179,277.888737053143
