"GEO_ID","NAME","B25077_001E","B25077_001M"
"id","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)"
"310M100US10020","Abbeville, LA Micro Area","93300","3151"
"310M100US10100","Aberdeen, SD Micro Area","111800","4302"
"310M100US10140","Aberdeen, WA Micro Area","158200","4792"
"310M100US10180","Abilene, TX Metro Area","83400","2009"
"310M100US10220","Ada, OK Micro Area","92500","5989"
"310M100US10260","Adjuntas, PR Micro Area","87600","4463"
"310M100US10300","Adrian, MI Micro Area","140400","2840"
"310M100US10380","Aguadilla-Isabela-San Sebasti?n, PR Metro Area","96300","1175"
"310M100US10420","Akron, OH Metro Area","144800","1117"
"310M100US10460","Alamogordo, NM Micro Area","104500","4633"
"310M100US10500","Albany, GA Metro Area","104200","3214"
"310M100US10540","Albany-Lebanon, OR Micro Area","180300","4177"
"310M100US10580","Albany-Schenectady-Troy, NY Metro Area","189600","1498"
"310M100US10620","Albemarle, NC Micro Area","125600","4247"
"310M100US10660","Albert Lea, MN Micro Area","111800","3537"
"310M100US10700","Albertville, AL Micro Area","101300","3856"
"310M100US10740","Albuquerque, NM Metro Area","180800","1361"
"310M100US10760","Alexander City, AL Micro Area","84300","4229"
"310M100US10780","Alexandria, LA Metro Area","106100","2637"
"310M100US10820","Alexandria, MN Micro Area","182600","6126"
"310M100US10860","Alice, TX Micro Area","67800","3101"
"310M100US10880","Allegan, MI Micro Area","149400","2698"
"310M100US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","215200","1375"
"310M100US10940","Alma, MI Micro Area","93600","2373"
"310M100US10980","Alpena, MI Micro Area","104800","3521"
"310M100US11020","Altoona, PA Metro Area","97400","1900"
"310M100US11060","Altus, OK Micro Area","85100","3426"
"310M100US11100","Amarillo, TX Metro Area","107800","2201"
"310M100US11140","Americus, GA Micro Area","86900","3947"
"310M100US11180","Ames, IA Metro Area","156000","2773"
"310M100US11220","Amsterdam, NY Micro Area","95000","1853"
"310M100US11260","Anchorage, AK Metro Area","250000","2738"
"310M100US11300","Anderson, IN Metro Area","96300","1908"
"310M100US11340","Anderson, SC Metro Area","117700","2901"
"310M100US11380","Andrews, TX Micro Area","86600","14039"
"310M100US11420","Angola, IN Micro Area","121700","4556"
"310M100US11460","Ann Arbor, MI Metro Area","216200","2321"
"310M100US11500","Anniston-Oxford, AL Metro Area","98200","2126"
"310M100US11540","Appleton, WI Metro Area","154600","1630"
"310M100US11580","Arcadia, FL Micro Area","114100","9583"
"310M100US11620","Ardmore, OK Micro Area","85300","4505"
"310M100US11660","Arkadelphia, AR Micro Area","78900","6206"
"310M100US11700","Asheville, NC Metro Area","181200","2837"
"310M100US11740","Ashland, OH Micro Area","128500","4021"
"310M100US11780","Ashtabula, OH Micro Area","118500","3144"
"310M100US11820","Astoria, OR Micro Area","253100","9347"
"310M100US11860","Atchison, KS Micro Area","89200","7317"
"310M100US11900","Athens, OH Micro Area","114100","4104"
"310M100US11940","Athens, TN Micro Area","105600","4881"
"310M100US11980","Athens, TX Micro Area","86400","3168"
"310M100US12020","Athens-Clarke County, GA Metro Area","165200","2453"
"310M100US12060","Atlanta-Sandy Springs-Marietta, GA Metro Area","188300","649"
"310M100US12100","Atlantic City-Hammonton, NJ Metro Area","264400","4550"
"310M100US12140","Auburn, IN Micro Area","112300","3227"
"310M100US12180","Auburn, NY Micro Area","98400","1941"
"310M100US12220","Auburn-Opelika, AL Metro Area","139500","3997"
"310M100US12260","Augusta-Richmond County, GA-SC Metro Area","120200","1506"
"310M100US12300","Augusta-Waterville, ME Micro Area","148100","3077"
"310M100US12380","Austin, MN Micro Area","108600","4231"
"310M100US12420","Austin-Round Rock-San Marcos, TX Metro Area","180100","1278"
"310M100US12460","Bainbridge, GA Micro Area","98900","7841"
"310M100US12540","Bakersfield-Delano, CA Metro Area","217100","2247"
"310M100US12580","Baltimore-Towson, MD Metro Area","302500","1554"
"310M100US12620","Bangor, ME Metro Area","133600","2662"
"310M100US12660","Baraboo, WI Micro Area","166400","2742"
"310M100US12700","Barnstable Town, MA Metro Area","392700","3537"
"310M100US12740","Barre, VT Micro Area","197600","4330"
"310M100US12780","Bartlesville, OK Micro Area","99700","3297"
"310M100US12820","Bastrop, LA Micro Area","71200","3920"
