"GEO_ID","NAME","B25077_001E","B25077_001M"
"id","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)"
"310M100US27900","Joplin, MO Metro Area","99500","2029"
"310M100US27940","Juneau, AK Micro Area","299100","10729"
"310M100US27980","Kahului-Wailuku, HI Micro Area","594400","9212"
"310M100US28020","Kalamazoo-Portage, MI Metro Area","139300","1536"
"310M100US28060","Kalispell, MT Micro Area","235200","5579"
"310M100US28100","Kankakee-Bradley, IL Metro Area","147700","3149"
"310M100US28140","Kansas City, MO-KS Metro Area","159600","652"
"310M100US28180","Kapaa, HI Micro Area","561600","16833"
"310M100US28260","Kearney, NE Micro Area","128300","4285"
"310M100US28300","Keene, NH Micro Area","202600","5321"
"310M100US28340","Kendallville, IN Micro Area","114500","3184"
"310M100US28380","Kennett, MO Micro Area","68500","3130"
"310M100US28420","Kennewick-Pasco-Richland, WA Metro Area","167500","1752"
"310M100US28500","Kerrville, TX Micro Area","136700","7959"
"310M100US28540","Ketchikan, AK Micro Area","254900","12533"
"310M100US28580","Key West, FL Micro Area","463100","18693"
"310M100US28620","Kill Devil Hills, NC Micro Area","321200","14669"
"310M100US28660","Killeen-Temple-Fort Hood, TX Metro Area","114500","2118"
"310M100US28700","Kingsport-Bristol-Bristol, TN-VA Metro Area","113500","1874"
"310M100US28740","Kingston, NY Metro Area","242500","3536"
"310M100US28780","Kingsville, TX Micro Area","71900","5693"
